date,agriculture,automobile,bank,building,chemical,cloths,communication,computer,decorating,electEquipment,electrical,electronic,excavation,finance,food,house,integrated,lightIndustry,mechanics,media,medical,metals,public,service,steel,trade,transport,war
2013-01-04,0.07595307029852376,0.0765216990999071,0.1145071368486401,0.27620458791408997,0.009527754763877365,0.05087015444043793,0.04321734170145092,0.0005146415521589306,0.05005252140213393,0,0.023432556793961404,0.0,0.2400853274312753,0.052812095176242524,0.13796851351476058,0.1821677026257474,0.04720688042029951,0,0.019308220800758127,0.009619413213703291,0.003445710055361765,0.06031479525856721,0.01948637080423519,0.03296635717836471,0.07480431164685337,0.05258616555855299,0.0291392868199633,0.004133342813358109
2013-01-07,0.07731482015305302,0.0779848789826948,0.1272650112837727,0.2994609413129176,0.017917022947106367,0.052062008803756485,0.05233691323630534,0.0018722789318602363,0.05126224083762729,0,0.033813352095601705,0.0019562746186586252,0.24091243661344655,0.05310945466050393,0.14147102398997038,0.17499686220322863,0.050717232527484155,0,0.016749585406301823,0.01046415308590538,0.003544521563742064,0.05667945391631746,0.020719711283418967,0.035281066027420226,0.07489437393907039,0.056027697964501195,0.029422545132032643,0.01501512905250736
2013-01-08,0.07784081554074698,0.08386506810207935,0.11797689988379274,0.2988531001607839,0.02171054625915489,0.05484981645534878,0.06252216243690172,0.0034912411889994523,0.05065133030277481,0,0.03513434886948895,0.0024321252015755837,0.2398520278263657,0.055893785449906565,0.15225522680156592,0.17525795179192435,0.05019508657398237,0,0.02011371712864249,0.011716181024306023,0.012830790804527472,0.06842362943131594,0.02281660962097924,0.03594276211984416,0.07596205912003895,0.05477392238806012,0.02909278168114545,0.027204161970988346
2013-01-09,0.08827013161050637,0.08259221137432891,0.1145681323461742,0.28590128200059833,0.021015607541469025,0.059149220397051325,0.06721428603918177,0.0050411176841641085,0.049591750705028616,0,0.030727981375359804,0.003674623945858783,0.2411500358654306,0.05426268868808901,0.1574590652901707,0.1699978489021138,0.05152191903290059,0,0.011750769959725176,0.011468262812598646,0.011392890685032521,0.06356277671534097,0.022174542847245945,0.039124745421411644,0.0753497661262447,0.05284929914257342,0.02815070056915666,0.027969568659206433
2013-01-10,0.09115163111957708,0.08288055664077529,0.11255772183998207,0.28636440416997355,0.02271504545336595,0.055288751394052454,0.06615383359852596,0.0068522572868485706,0.051695093478152286,0,0.03235963884265983,0.00288153964099717,0.23900962896801425,0.05694998004773746,0.15661385621032944,0.17623656270178656,0.050997362884823386,0,0.010139777303956408,0.01151158725088247,0.01256381805856105,0.06967866214512644,0.021949266884191194,0.04170776608730888,0.07810879625313702,0.05637491923882227,0.02944579770144156,0.026509739238225652
2013-01-11,0.08696708175022677,0.07799965530909851,0.10143545024739294,0.2507385433437349,0.023168676470468306,0.046474342500834195,0.06263641118657261,0.00531609920834047,0.04363951694688192,0,0.02224540556713281,0.0022206360536124884,0.22877338293963914,0.04551360493685485,0.15226660225005997,0.16157367461191574,0.045102003687483704,0,0.011348021795782993,0.010710078103312239,0.012366359166183704,0.05704669541108048,0.01700265789301573,0.03685642232049549,0.07191854797417661,0.049173974708756514,0.02297031204001697,0.03822682708088425
2013-01-14,0.09939588381091244,0.09502263290677102,0.12914602667065048,0.27091883229364055,0.03412771900113154,0.05182386752944365,0.06979147868447642,0.009005666456830826,0.05384065233954962,0,0.034102256087563974,0.007137758743754471,0.23974209200243388,0.06159105282359417,0.16029421639689903,0.18665337454477854,0.05311123570791794,0,0.017412935323383096,0.014037107631413848,0.017236348912801663,0.07453621117537211,0.020413666015062008,0.049634162456471766,0.07812401857164607,0.06112240550838798,0.030239908438652145,0.05753385317032063
2013-01-15,0.11282282250783125,0.09492419777001007,0.1283507807619606,0.29092331101446134,0.050072832539455686,0.05535620319384128,0.07405805102531503,0.013245260600237369,0.05651946958687353,0,0.032155725702236015,0.018690353451238522,0.24710782682551546,0.06978150020801964,0.15985139497451384,0.18496294158365545,0.06001270608702866,0,0.019710968964700308,0.014976621003732381,0.02009404271348655,0.08757686610875245,0.022510564352622296,0.052775153770912374,0.08156697645359604,0.0691252843014058,0.035400064436074866,0.05317804339954976
2013-01-16,0.11480560644743551,0.10018847175087553,0.11822403199647052,0.27804120903758195,0.051155316919275426,0.05161126761482628,0.06975763734599005,0.014605339561285189,0.05458860984988928,0,0.0345916209297659,0.02640970735189149,0.2457421366320615,0.06845786824090373,0.16115905697081925,0.17208241906558136,0.05847664085454792,0,0.026605069888651987,0.013237837368924291,0.019152565096302716,0.09039059040321534,0.024896476005687625,0.055170547770032045,0.0797589722091544,0.06942686346335365,0.03294586221065126,0.06112739864908628
2013-01-17,0.10674093515899694,0.09636318546970926,0.1171621801467096,0.26678757416782783,0.04527905643957017,0.048510792462787326,0.06232092957277665,0.012872178584311148,0.048831292236927504,0,0.035823316835333935,0.02640970735189149,0.2366573695020762,0.07954001833538774,0.1635547294496203,0.17121755871973993,0.055782095092985734,0,0.016749585406301823,0.012509873654197635,0.022371076157031433,0.08393504014165644,0.026993374343247896,0.052026571462744885,0.0790063442007092,0.06461843718055732,0.029627590777550603,0.041387247476582054
2013-01-18,0.11616320291901679,0.0974916064747956,0.12502227874373248,0.2769589004511288,0.044288573534100345,0.05046132369160119,0.0647167301870621,0.01429788992386592,0.05231413599649757,0,0.03435827344747211,0.023131625558463525,0.24773630834048946,0.08466984411201044,0.15825044103333652,0.19141542473312137,0.06161098120147959,0,0.01850272447287372,0.01447672227345043,0.02377315764803881,0.08927241061264907,0.028196738585412294,0.056429990420146146,0.08220238957861002,0.07065678448698763,0.0327985959377281,0.043137508056104015
2013-01-21,0.12097398568446843,0.10815016057880658,0.13850907006489308,0.2970143393979768,0.047255913743672134,0.05705288256067659,0.06531548412207816,0.014734347070481829,0.051833290297588035,0,0.05110325910952133,0.014751368070425878,0.25050673251191274,0.0825536526570177,0.148089492385755,0.18817677412903613,0.06327994927363567,0,0.01985311537550344,0.016440727383724825,0.02705157236064731,0.08693439623966934,0.03185921402912117,0.05577514779991611,0.08319401413310659,0.06984811038836235,0.03601308619903146,0.05031958506434096
2013-01-22,0.12226351751971386,0.10239181271594319,0.14235915879087432,0.3026846749797679,0.042298226057966425,0.05284347068326256,0.05708872412942331,0.01328177197149976,0.04986811357381748,0,0.06600493028471957,0.012424987442831876,0.24285981606999388,0.07663151895676018,0.14298643319223375,0.18075291271224017,0.06321110296335528,0,0.008907841743662628,0.013140719906776602,0.01951223404700904,0.0813557625914118,0.032258972886947804,0.04823167783774664,0.0814756491051673,0.06526829485406184,0.0325153376256587,0.039393008413974855
2013-01-23,0.1107174016525292,0.1009312324425834,0.14753923920921852,0.2855717243555128,0.04080071503667575,0.04796339852644478,0.057389281438502825,0.016470037195898287,0.05057265378308501,0,0.08114797083023159,0.014857112644407366,0.2502370661205649,0.0838082575052922,0.14730427495428355,0.18100341841116713,0.06702529753686254,0,0.00514096185737976,0.013136384516314267,0.01870912438903298,0.08221252310603322,0.028898757833184362,0.04570626865498098,0.08609422601842597,0.06600738018598441,0.03067043302364466,0.04665047588746738
2013-01-24,0.10455490974943131,0.08943573779624235,0.1498590926087788,0.2753124268980065,0.03245894425026321,0.04108105392869003,0.052814357469580665,0.014020230271900044,0.04255927049675647,0,0.0811617064271376,0.01049514896766853,0.24208544968870524,0.07788851548095703,0.13954490230872915,0.17287226661879918,0.06488610483993984,0,0.0,0.009433864699941378,0.0140018902159643,0.06498307719800091,0.026385068684945508,0.03971372703640312,0.08812169779934022,0.05834004842016937,0.024037110957375034,0.054057080088622415
