code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,date
001914,招商积余,-4.703,23.3,24.0,24.35,22.75,24.45,8029049.0,1.20413,191095732.0,18.141,3.253,2470606.3198,1553628.65928,2020-02-28
001896,豫能控股,-5.045,3.2,3.29,3.34,3.2,3.37,16803821.0,1.8078,54809942.0,-5.575,0.625,368188.11104,297446.19936,2020-02-28
001872,招商港口,-4.095,14.52,14.9,14.97,14.51,15.14,3228462.0,0.6945,47430631.0,23.882,0.789,2791274.160048,674974.286448,2020-02-28
001696,宗申动力,-7.759,5.35,5.67,5.67,5.34,5.8,19475379.0,2.18535,107195426.0,16.376,1.468,612589.4022,476781.086,2020-02-28
000999,华润三九,-0.213,32.8,32.38,33.37,32.2,32.87,9423928.0,0.9632000000000001,308831469.0,22.466,2.585,3210792.0,3209136.61024,2020-02-28
000998,隆平高科,-3.615,16.53,16.7,16.94,16.1,17.15,38273965.0,3.96537,635461283.0,26.238,3.509,2176951.902594,1595485.334517,2020-02-28
000997,新 大 陆,-8.854,18.22,18.9,19.37,18.14,19.99,39216656.0,3.85867,736285004.0,31.435,3.351,1916543.064374,1851747.003252,2020-02-28
000996,中国中期,-9.211,8.97,9.46,9.56,8.92,9.88,12812892.0,3.71388,118684186.0,203.864,5.591,309465.0,309465.0,2020-02-28
000995,*ST皇台,0.0,0.0,0.0,0.0,0.0,7.47,0.0,0.0,0.0,-13.833,-5.2620000000000005,132523.776,132523.776,2020-02-28
000993,闽东电力,-5.579,6.6,6.78,6.85,6.53,6.99,8847184.0,2.3719,59248737.0,-7.765,1.432,302247.9603,246180.0,2020-02-28
000990,诚志股份,-5.801,14.29,14.6,14.98,14.2,15.17,10417570.0,1.2490700000000001,151633430.0,21.083,1.091,1790554.032251,1191821.855039,2020-02-28
000989,九 芝 堂,-4.667,8.58,8.91,8.99,8.54,9.0,9749282.0,1.65554,85387848.0,22.579,1.871,745905.934488,505265.98551,2020-02-28
000988,华工科技,-8.765,21.13,21.99,22.63,21.01,23.16,71306732.0,7.09395,1551047014.0,75.464,3.491,2124627.219891,2123938.962966,2020-02-28
000987,越秀金控,-6.402,8.48,8.74,8.98,8.47,9.06,15620841.0,0.58565,135383044.0,43.487,1.354,2334446.271392,2261855.87376,2020-02-28
000985,大庆华科,-3.333,13.92,14.07,14.53,13.52,14.4,2907135.0,2.24248,40680726.0,-696.0,3.09,180458.184,180458.184,2020-02-28
000983,西山煤电,-3.802,5.06,5.17,5.19,5.05,5.26,25110047.0,0.7968400000000001,128343310.0,8.846,0.754,1594507.2,1594506.01596,2020-02-28
000982,*ST 中绒,-4.403,1.52,1.51,1.58,1.51,1.59,39940324.0,0.93715,61319275.0,-0.92,-1.568,647805.312056,647805.312056,2020-02-28
000981,ST银亿,-5.063,1.5,1.55,1.56,1.5,1.58,25463600.0,0.9891400000000001,38724452.0,-10.714,0.461,604198.4823,386147.34,2020-02-28
000980,众泰汽车,-8.333,2.53,2.61,2.68,2.52,2.76,53665709.0,4.32604,139737800.0,6.487,0.305,513000.835864,313853.245992,2020-02-28
000978,桂林旅游,-4.938,4.62,4.75,4.77,4.6,4.86,5564700.0,1.54552,25998259.0,20.717,1.044,166366.2,166344.68235,2020-02-28
000977,浪潮信息,-9.667,42.05,44.0,45.8,41.9,46.55,87393510.0,6.77862,3852779243.0,82.322,6.323,5421305.379055,5421305.379055,2020-02-28
000976,华铁股份,-5.123,4.63,4.72,4.85,4.6,4.88,20747579.0,1.30125,97365559.0,51.444,1.693,738799.282548,738223.740212,2020-02-28
000975,银泰黄金,-7.474,13.99,14.47,14.85,13.95,15.12,63918920.0,5.16549,916466783.0,41.836,3.151,2774738.892753,1731154.586736,2020-02-28
000973,佛塑科技,-8.646,5.6,5.82,6.04,5.54,6.13,104511970.0,10.80339,602625418.0,46.667,2.26,541756.97576,541743.98208,2020-02-28
000972,ST中基,-1.543,3.19,3.18,3.31,3.18,3.24,4422702.0,0.57342,14256055.0,-5.8,5.333,246039.461701,246039.461701,2020-02-28
000971,*ST高升,-5.0,2.09,2.12,2.15,2.09,2.2,11071492.0,1.40186,23233140.0,-0.981,1.187,220559.356325,165061.812124,2020-02-28
000970,中科三环,-9.991,10.09,10.7,10.85,10.09,11.21,56731753.0,5.32592,590769816.0,43.305,2.372,1074786.8,1074786.8,2020-02-28
000969,安泰科技,-9.783,6.64,6.96,7.12,6.62,7.36,38984745.0,3.89551,265825072.0,-31.306,1.5550000000000002,681269.376408,664504.767488,2020-02-28
000968,蓝焰控股,-4.128,8.36,8.57,8.57,8.27,8.72,6554644.0,0.8441900000000001,54995811.0,11.943,1.8599999999999999,808832.22376,649105.648268,2020-02-28
000967,盈峰环境,-5.857,6.59,6.76,6.91,6.56,7.0,23098862.0,1.1526,154828550.0,16.073,1.379,2084457.954214,1320681.076918,2020-02-28
000966,长源电力,-3.614,4.0,4.06,4.12,4.0,4.15,13591500.0,1.2263600000000001,54964359.0,21.243,1.115,443313.632,443313.632,2020-02-28
000965,天保基建,-4.688,3.05,3.13,3.16,3.04,3.2,12650994.0,1.1399,39255319.0,33.889,0.665,338498.422975,338498.422975,2020-02-28
000963,华东医药,-3.693,19.3,19.82,19.92,19.18,20.04,24947296.0,1.42574,486348430.0,12.452,2.896,3377132.42764,3377083.70479,2020-02-28
000962,东方钽业,-9.104,6.49,6.87,6.94,6.48,7.14,10815175.0,2.45336,72782373.0,95.723,2.495,286100.385956,286099.35794,2020-02-28
000961,中南建设,-2.123,8.3,8.33,8.63,8.12,8.48,80694882.0,2.17173,672411419.0,14.039,1.569,3093939.53917,3084033.0335,2020-02-28
000960,锡业股份,-4.634,9.26,9.5,9.5,9.2,9.71,30173422.0,1.8081200000000002,282322882.0,17.535,1.244,1545286.926954,1545279.843054,2020-02-28
000959,首钢股份,-2.597,3.0,3.04,3.06,3.0,3.08,18463090.0,0.36509,55832344.0,6.602,0.586,1586816.88,1517129.8857,2020-02-28
000958,东方能源,-6.571,4.55,4.72,4.78,4.53,4.87,23242305.0,2.11479,108080929.0,35.0,1.7770000000000001,2449455.4266,500060.561455,2020-02-28
000957,中通客车,-9.956,8.23,8.6,8.85,8.23,9.14,32038813.0,5.40381,271025657.0,133.387,1.768,487959.939328,487950.695392,2020-02-28
000955,欣龙控股,10.01,11.32,10.55,11.32,10.52,10.29,158658806.0,29.51252,1745691213.0,-56.04,10.151,609463.14,608561.3322,2020-02-28
000953,*ST河化,-4.991,5.33,5.33,5.33,5.33,5.61,1207300.0,0.41056000000000004,6434909.0,-5.724,-5.253,181358.647691,156733.679921,2020-02-28
000952,广济药业,-2.896,10.06,10.0,10.26,9.95,10.36,6642074.0,2.63894,67243682.0,14.751,2.59,253215.746078,253205.414458,2020-02-28
000951,中国重汽,-6.004,18.63,19.32,19.76,18.55,19.82,14317915.0,2.13413,271592137.0,13.8,1.899,1250223.5304,1249891.09668,2020-02-28
000950,重药控股,-3.322,5.53,5.57,5.73,5.53,5.72,11425200.0,1.31608,63982384.0,13.825,1.189,955686.136888,480072.074853,2020-02-28
000949,新乡化纤,9.975,4.41,4.01,4.41,4.01,4.01,107023362.0,8.51354,457988616.0,49.055,1.477,554626.317609,554379.138873,2020-02-28
000948,南天信息,-5.459,10.91,11.09,11.71,10.83,11.54,13384846.0,4.17687,150560551.0,35.983,2.358,349761.354169,349613.020718,2020-02-28
000939,*ST凯迪,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,-0.861,5.526,412607.52687,319385.69523,2020-02-28
000938,紫光股份,-10.006,45.42,47.02,48.86,45.42,50.47,38905251.0,1.9044,1811165996.0,38.887,3.362,9278916.278232,9278916.278232,2020-02-28
000937,冀中能源,-2.727,3.21,3.23,3.27,3.19,3.3,15552385.0,0.53507,50139805.0,13.006,0.542,1134268.53885,933018.549282,2020-02-28
000936,华西股份,-9.763,9.15,9.65,9.87,9.13,10.14,70521599.0,7.96551,663929880.0,25.417,1.6059999999999999,810701.791605,810083.482185,2020-02-28
000935,四川双马,-4.848,13.74,13.85,14.57,13.65,14.44,15458743.0,2.02488,218364636.0,15.099,2.594,1048967.017542,1048964.699604,2020-02-28
000933,神火股份,-6.424,4.37,4.56,4.59,4.35,4.67,48897549.0,2.57292,218352180.0,33.615,0.974,830518.5,830504.62525,2020-02-28
000932,华菱钢铁,-3.641,3.97,4.03,4.07,3.97,4.12,66977246.0,1.58649,268828470.0,1.766,0.806,2433243.652767,1676026.950141,2020-02-28
000931,中 关 村,-6.452,9.57,9.91,10.1,9.31,10.23,23902220.0,3.20323,234823885.0,77.365,4.298,720742.521774,714105.654999,2020-02-28
000930,中粮科技,-7.02,7.02,7.4,7.4,6.95,7.55,41624154.0,5.12353,297712969.0,26.855,1.345,1309766.179176,570312.60273,2020-02-28
000929,兰州黄河,-5.728,6.09,6.34,6.35,6.09,6.46,2567854.0,1.38239,15958197.0,-16.749,1.658,113131.494,113124.321807,2020-02-28
000928,中钢国际,6.695,5.1,4.67,5.26,4.61,4.78,97014513.0,11.49297,494199775.0,14.534,1.3679999999999999,640898.10042,430501.46877,2020-02-28
000927,一汽夏利,-6.565,4.27,4.35,4.47,4.26,4.57,31227612.0,1.95763,136169715.0,182.479,-11.225,681139.30654,681137.99992,2020-02-28
000926,福星股份,-4.22,5.22,5.36,5.39,5.21,5.45,13297665.0,1.40494,70470984.0,4.462,0.448,502405.411428,494071.030494,2020-02-28
000925,众合科技,-7.524,7.62,7.66,8.05,7.55,8.24,19912747.0,4.39354,155883578.0,152.4,1.762,418768.456086,345359.249844,2020-02-28
000923,河钢资源,-7.088,12.06,12.81,12.81,12.05,12.98,4353966.0,2.19897,54036172.0,58.686,1.146,787191.126966,238788.0,2020-02-28
000922,佳电股份,-5.296,7.51,7.68,7.85,7.46,7.93,8964896.0,1.84728,69032576.0,13.201,1.745,374496.196878,364462.492169,2020-02-28
000921,海信家电,-4.419,9.95,10.21,10.25,9.92,10.41,26337798.0,2.91953,265252836.0,9.850999999999999,1.637,1355911.74315,897614.32724,2020-02-28
000920,南方汇通,-4.362,5.92,6.07,6.11,5.91,6.19,4461890.0,1.05779,26737887.0,28.19,2.2640000000000002,249824.0,249712.4524,2020-02-28
