,date,predict,code
1658,2020-02-05,0.0,002115
1798,2020-02-06,0.0,002115
1938,2020-02-07,0.0,002115
2078,2020-02-10,0.9823129177093506,002115
2218,2020-02-11,1.0,002115
2358,2020-02-12,1.0,002115
2498,2020-02-13,1.0,002115
2638,2020-02-14,1.0,002115
2778,2020-02-17,1.0,002115
2918,2020-02-18,1.0,002115
3058,2020-02-19,1.0,002115
3198,2020-02-20,1.0,002115
3338,2020-02-21,1.0,002115
3478,2020-02-24,1.0,002115
3618,2020-02-25,1.0,002115
3758,2020-02-26,1.0,002115
3898,2020-02-27,0.0,002115
4038,2020-02-28,0.0,002115
4178,2020-02-29,0.0,002115
70,2020-01-13,1.0,002127
210,2020-01-14,0.5931003093719482,002127
350,2020-01-15,0.0,002127
490,2020-01-16,0.0,002127
630,2020-01-17,0.0,002127
770,2020-01-20,0.0,002127
910,2020-01-21,0.0,002127
1050,2020-01-22,0.0,002127
1190,2020-01-23,0.0,002127
1330,2020-02-03,0.0,002127
1470,2020-02-04,0.0,002127
1610,2020-02-05,0.0,002127
1750,2020-02-06,0.0,002127
1890,2020-02-07,0.0,002127
2030,2020-02-10,0.14896130561828613,002127
2170,2020-02-11,1.0,002127
2310,2020-02-12,1.0,002127
2450,2020-02-13,1.0,002127
2590,2020-02-14,1.0,002127
2730,2020-02-17,1.0,002127
2870,2020-02-18,1.0,002127
3010,2020-02-19,1.0,002127
3150,2020-02-20,1.0,002127
3290,2020-02-21,1.0,002127
3430,2020-02-24,1.0,002127
3570,2020-02-25,1.0,002127
3710,2020-02-26,1.0,002127
3850,2020-02-27,0.0,002127
3990,2020-02-28,0.0,002127
4130,2020-02-29,0.0,002127
69,2020-01-13,0.7919921875,002146
209,2020-01-14,0.0,002146
349,2020-01-15,0.0,002146
489,2020-01-16,0.0,002146
629,2020-01-17,0.0,002146
769,2020-01-20,0.0,002146
909,2020-01-21,0.0,002146
1049,2020-01-22,0.0,002146
1189,2020-01-23,0.0,002146
1329,2020-02-03,0.0,002146
1469,2020-02-04,0.0,002146
1609,2020-02-05,0.0,002146
1749,2020-02-06,0.0,002146
1889,2020-02-07,0.0,002146
2029,2020-02-10,0.16033363342285156,002146
2169,2020-02-11,1.0,002146
2309,2020-02-12,1.0,002146
2449,2020-02-13,1.0,002146
2589,2020-02-14,1.0,002146
2729,2020-02-17,1.0,002146
2869,2020-02-18,1.0,002146
3009,2020-02-19,1.0,002146
3149,2020-02-20,1.0,002146
3289,2020-02-21,1.0,002146
3429,2020-02-24,1.0,002146
3569,2020-02-25,1.0,002146
3709,2020-02-26,0.3615621328353882,002146
3849,2020-02-27,0.0,002146
3989,2020-02-28,0.0,002146
4129,2020-02-29,0.0,002146
23,2020-01-13,1.0,002182
163,2020-01-14,0.049430251121520996,002182
303,2020-01-15,0.0,002182
443,2020-01-16,0.0,002182
583,2020-01-17,0.0,002182
723,2020-01-20,0.0,002182
863,2020-01-21,0.0,002182
1003,2020-01-22,0.0,002182
1143,2020-01-23,0.0,002182
1283,2020-02-03,0.0,002182
1423,2020-02-04,0.0,002182
1563,2020-02-05,0.0,002182
1703,2020-02-06,0.0,002182
1843,2020-02-07,0.0,002182
1983,2020-02-10,1.0,002182
2123,2020-02-11,1.0,002182
2263,2020-02-12,1.0,002182
2403,2020-02-13,1.0,002182
2543,2020-02-14,1.0,002182
2683,2020-02-17,1.0,002182
2823,2020-02-18,1.0,002182
2963,2020-02-19,1.0,002182
3103,2020-02-20,1.0,002182
3243,2020-02-21,1.0,002182
3383,2020-02-24,1.0,002182
3523,2020-02-25,1.0,002182
3663,2020-02-26,0.7260632514953613,002182
3803,2020-02-27,0.0,002182
3943,2020-02-28,0.0,002182
4083,2020-02-29,0.0,002182
115,2020-01-13,1.0,002194
255,2020-01-14,0.8333828449249268,002194
395,2020-01-15,0.0,002194
535,2020-01-16,0.0,002194
675,2020-01-17,0.0,002194
815,2020-01-20,0.0,002194
955,2020-01-21,0.0,002194
1095,2020-01-22,0.0,002194
1235,2020-01-23,0.0,002194
1375,2020-02-03,0.0,002194
1515,2020-02-04,0.0,002194
1655,2020-02-05,0.0,002194
1795,2020-02-06,0.0,002194
1935,2020-02-07,0.0,002194
2075,2020-02-10,0.9823129177093506,002194
2215,2020-02-11,1.0,002194
2355,2020-02-12,1.0,002194
2495,2020-02-13,1.0,002194
2635,2020-02-14,1.0,002194
2775,2020-02-17,1.0,002194
2915,2020-02-18,1.0,002194
3055,2020-02-19,1.0,002194
3195,2020-02-20,1.0,002194
3335,2020-02-21,1.0,002194
3475,2020-02-24,1.0,002194
3615,2020-02-25,1.0,002194
3755,2020-02-26,1.0,002194
3895,2020-02-27,0.0,002194
4035,2020-02-28,0.0,002194
4175,2020-02-29,0.0,002194
2,2020-01-13,0.7108047008514404,002234
142,2020-01-14,0.0,002234
282,2020-01-15,0.0,002234
422,2020-01-16,0.0,002234
562,2020-01-17,0.0,002234
702,2020-01-20,0.0,002234
842,2020-01-21,0.0,002234
982,2020-01-22,0.0,002234
1122,2020-01-23,0.0,002234
1262,2020-02-03,0.0,002234
1402,2020-02-04,0.0,002234
1542,2020-02-05,0.0,002234
1682,2020-02-06,0.0,002234
1822,2020-02-07,0.0,002234
1962,2020-02-10,0.0,002234
2102,2020-02-11,1.0,002234
2242,2020-02-12,1.0,002234
2382,2020-02-13,1.0,002234
2522,2020-02-14,1.0,002234
2662,2020-02-17,1.0,002234
2802,2020-02-18,1.0,002234
2942,2020-02-19,1.0,002234
3082,2020-02-20,1.0,002234
3222,2020-02-21,1.0,002234
3362,2020-02-24,1.0,002234
3502,2020-02-25,1.0,002234
3642,2020-02-26,0.0,002234
3782,2020-02-27,0.0,002234
3922,2020-02-28,0.0,002234
4062,2020-02-29,0.0,002234
33,2020-01-13,1.0,002242
173,2020-01-14,0.0,002242
313,2020-01-15,0.0,002242
453,2020-01-16,0.0,002242
593,2020-01-17,0.0,002242
733,2020-01-20,0.0,002242
873,2020-01-21,0.0,002242
1013,2020-01-22,0.0,002242
1153,2020-01-23,0.0,002242
1293,2020-02-03,0.0,002242
1433,2020-02-04,0.0,002242
1573,2020-02-05,0.0,002242
1713,2020-02-06,0.0,002242
1853,2020-02-07,0.0,002242
1993,2020-02-10,1.0,002242
2133,2020-02-11,1.0,002242
2273,2020-02-12,1.0,002242
2413,2020-02-13,1.0,002242
2553,2020-02-14,1.0,002242
2693,2020-02-17,1.0,002242
2833,2020-02-18,1.0,002242
2973,2020-02-19,1.0,002242
3113,2020-02-20,1.0,002242
3253,2020-02-21,1.0,002242
3393,2020-02-24,1.0,002242
3533,2020-02-25,1.0,002242
3673,2020-02-26,1.0,002242
3813,2020-02-27,0.0,002242
3953,2020-02-28,0.0,002242
4093,2020-02-29,0.0,002242
50,2020-01-13,1.0,002262
190,2020-01-14,0.4224576950073242,002262
330,2020-01-15,0.0,002262
470,2020-01-16,0.0,002262
610,2020-01-17,0.0,002262
750,2020-01-20,0.0,002262
890,2020-01-21,0.0,002262
1030,2020-01-22,0.0,002262
1170,2020-01-23,0.0,002262
1310,2020-02-03,0.0,002262
1450,2020-02-04,0.0,002262
1590,2020-02-05,0.0,002262
1730,2020-02-06,0.0,002262
1870,2020-02-07,1.0,002262
2010,2020-02-10,1.0,002262
2150,2020-02-11,1.0,002262
2290,2020-02-12,1.0,002262
2430,2020-02-13,1.0,002262
2570,2020-02-14,1.0,002262
2710,2020-02-17,1.0,002262
2850,2020-02-18,1.0,002262
2990,2020-02-19,1.0,002262
3130,2020-02-20,1.0,002262
3270,2020-02-21,1.0,002262
3410,2020-02-24,1.0,002262
3550,2020-02-25,1.0,002262
3690,2020-02-26,1.0,002262
3830,2020-02-27,0.0,002262
3970,2020-02-28,0.0,002262
4110,2020-02-29,0.0,002262
0,2020-01-13,0.7108047008514404,002299
140,2020-01-14,0.0,002299
280,2020-01-15,0.0,002299
420,2020-01-16,0.0,002299
560,2020-01-17,0.0,002299
700,2020-01-20,0.0,002299
840,2020-01-21,0.0,002299
980,2020-01-22,0.0,002299
1120,2020-01-23,0.0,002299
1260,2020-02-03,0.0,002299
1400,2020-02-04,0.0,002299
1540,2020-02-05,0.0,002299
1680,2020-02-06,0.0,002299
1820,2020-02-07,0.0,002299
1960,2020-02-10,0.0,002299
2100,2020-02-11,1.0,002299
2240,2020-02-12,1.0,002299
2380,2020-02-13,1.0,002299
2520,2020-02-14,1.0,002299
2660,2020-02-17,1.0,002299
2800,2020-02-18,1.0,002299
2940,2020-02-19,1.0,002299
3080,2020-02-20,1.0,002299
3220,2020-02-21,1.0,002299
3360,2020-02-24,1.0,002299
3500,2020-02-25,1.0,002299
3640,2020-02-26,0.0,002299
3780,2020-02-27,0.0,002299
3920,2020-02-28,0.0,002299
4060,2020-02-29,0.0,002299
15,2020-01-13,0.7559814453125,002318
155,2020-01-14,0.0,002318
295,2020-01-15,0.0,002318
435,2020-01-16,0.0,002318
575,2020-01-17,0.0,002318
715,2020-01-20,0.0,002318
855,2020-01-21,0.0,002318
995,2020-01-22,0.0,002318
1135,2020-01-23,0.0,002318
1275,2020-02-03,0.0,002318
1415,2020-02-04,0.0,002318
1555,2020-02-05,0.0,002318
1695,2020-02-06,0.0,002318
1835,2020-02-07,0.0,002318
1975,2020-02-10,0.43537473678588867,002318
2115,2020-02-11,1.0,002318
2255,2020-02-12,1.0,002318
2395,2020-02-13,1.0,002318
2535,2020-02-14,1.0,002318
2675,2020-02-17,1.0,002318
2815,2020-02-18,1.0,002318
2955,2020-02-19,1.0,002318
3095,2020-02-20,1.0,002318
3235,2020-02-21,1.0,002318
3375,2020-02-24,1.0,002318
3515,2020-02-25,1.0,002318
3655,2020-02-26,0.6375284194946289,002318
3795,2020-02-27,0.0,002318
3935,2020-02-28,0.0,002318
4075,2020-02-29,0.0,002318
131,2020-01-13,1.0,002328
271,2020-01-14,0.2853250503540039,002328
411,2020-01-15,0.0,002328
551,2020-01-16,0.0,002328
691,2020-01-17,0.0,002328
831,2020-01-20,0.0,002328
971,2020-01-21,0.0,002328
1111,2020-01-22,0.0,002328
1251,2020-01-23,0.0,002328
1391,2020-02-03,0.0,002328
1531,2020-02-04,0.0,002328
1671,2020-02-05,0.0,002328
1811,2020-02-06,0.0,002328
1951,2020-02-07,0.0,002328
2091,2020-02-10,1.0,002328
2231,2020-02-11,1.0,002328
2371,2020-02-12,1.0,002328
2511,2020-02-13,1.0,002328
2651,2020-02-14,1.0,002328
2791,2020-02-17,1.0,002328
2931,2020-02-18,1.0,002328
3071,2020-02-19,1.0,002328
3211,2020-02-20,1.0,002328
3351,2020-02-21,1.0,002328
3491,2020-02-24,1.0,002328
3631,2020-02-25,1.0,002328
3771,2020-02-26,1.0,002328
3911,2020-02-27,0.0,002328
4051,2020-02-28,0.0,002328
4191,2020-02-29,0.0,002328
61,2020-01-13,0.5602116584777832,002352
201,2020-01-14,0.0,002352
341,2020-01-15,0.0,002352
481,2020-01-16,0.0,002352
621,2020-01-17,0.0,002352
761,2020-01-20,0.0,002352
901,2020-01-21,0.0,002352
1041,2020-01-22,0.0,002352
1181,2020-01-23,0.0,002352
1321,2020-02-03,0.0,002352
1461,2020-02-04,0.0,002352
1601,2020-02-05,0.0,002352
1741,2020-02-06,0.0,002352
1881,2020-02-07,0.0,002352
2021,2020-02-10,1.0,002352
2161,2020-02-11,1.0,002352
2301,2020-02-12,1.0,002352
2441,2020-02-13,1.0,002352
2581,2020-02-14,1.0,002352
2721,2020-02-17,1.0,002352
2861,2020-02-18,1.0,002352
3001,2020-02-19,1.0,002352
3141,2020-02-20,1.0,002352
3281,2020-02-21,1.0,002352
3421,2020-02-24,1.0,002352
3561,2020-02-25,1.0,002352
3701,2020-02-26,0.644749641418457,002352
3841,2020-02-27,0.0,002352
3981,2020-02-28,0.0,002352
4121,2020-02-29,0.0,002352
26,2020-01-13,1.0,002415
166,2020-01-14,0.748153567314148,002415
306,2020-01-15,0.0,002415
446,2020-01-16,0.0,002415
586,2020-01-17,0.0,002415
726,2020-01-20,0.0,002415
866,2020-01-21,0.1935269832611084,002415
1006,2020-01-22,0.0,002415
1146,2020-01-23,0.041357457637786865,002415
1286,2020-02-03,0.0,002415
1426,2020-02-04,0.0,002415
1566,2020-02-05,0.0,002415
1706,2020-02-06,0.0,002415
1846,2020-02-07,0.8478008508682251,002415
1986,2020-02-10,1.0,002415
2126,2020-02-11,1.0,002415
2266,2020-02-12,1.0,002415
2406,2020-02-13,1.0,002415
2546,2020-02-14,1.0,002415
2686,2020-02-17,1.0,002415
2826,2020-02-18,1.0,002415
2966,2020-02-19,1.0,002415
3106,2020-02-20,1.0,002415
3246,2020-02-21,1.0,002415
3386,2020-02-24,1.0,002415
3526,2020-02-25,1.0,002415
3666,2020-02-26,1.0,002415
3806,2020-02-27,0.0,002415
3946,2020-02-28,0.0,002415
4086,2020-02-29,0.0,002415
11,2020-01-13,0.58685302734375,002440
151,2020-01-14,0.0,002440
291,2020-01-15,0.0,002440
431,2020-01-16,0.0,002440
571,2020-01-17,0.0,002440
711,2020-01-20,0.0,002440
851,2020-01-21,0.0,002440
991,2020-01-22,0.0,002440
1131,2020-01-23,0.0,002440
1271,2020-02-03,0.0,002440
1411,2020-02-04,0.0,002440
1551,2020-02-05,0.0,002440
1691,2020-02-06,0.0,002440
1831,2020-02-07,0.0,002440
1971,2020-02-10,1.0,002440
2111,2020-02-11,1.0,002440
2251,2020-02-12,1.0,002440
2391,2020-02-13,1.0,002440
2531,2020-02-14,1.0,002440
2671,2020-02-17,1.0,002440
2811,2020-02-18,1.0,002440
2951,2020-02-19,1.0,002440
3091,2020-02-20,1.0,002440
3231,2020-02-21,1.0,002440
3371,2020-02-24,1.0,002440
3511,2020-02-25,1.0,002440
3651,2020-02-26,0.327040433883667,002440
3791,2020-02-27,0.0,002440
3931,2020-02-28,0.0,002440
4071,2020-02-29,0.0,002440
1,2020-01-13,0.7108047008514404,002458
141,2020-01-14,0.0,002458
281,2020-01-15,0.0,002458
421,2020-01-16,0.0,002458
561,2020-01-17,0.0,002458
701,2020-01-20,0.0,002458
841,2020-01-21,0.0,002458
981,2020-01-22,0.0,002458
1121,2020-01-23,0.0,002458
1261,2020-02-03,0.0,002458
1401,2020-02-04,0.0,002458
1541,2020-02-05,0.0,002458
1681,2020-02-06,0.0,002458
1821,2020-02-07,0.0,002458
1961,2020-02-10,0.0,002458
2101,2020-02-11,1.0,002458
2241,2020-02-12,1.0,002458
2381,2020-02-13,1.0,002458
2521,2020-02-14,1.0,002458
2661,2020-02-17,1.0,002458
2801,2020-02-18,1.0,002458
2941,2020-02-19,1.0,002458
3081,2020-02-20,1.0,002458
3221,2020-02-21,1.0,002458
3361,2020-02-24,1.0,002458
3501,2020-02-25,1.0,002458
3641,2020-02-26,0.0,002458
3781,2020-02-27,0.0,002458
3921,2020-02-28,0.0,002458
4061,2020-02-29,0.0,002458
114,2020-01-13,0.7877809405326843,002555
254,2020-01-14,0.0,002555
394,2020-01-15,0.0,002555
534,2020-01-16,0.0,002555
674,2020-01-17,0.0,002555
814,2020-01-20,0.0,002555
954,2020-01-21,0.0,002555
1094,2020-01-22,0.0,002555
1234,2020-01-23,0.0,002555
1374,2020-02-03,0.0,002555
1514,2020-02-04,0.0,002555
1654,2020-02-05,0.0,002555
1794,2020-02-06,0.0,002555
1934,2020-02-07,0.0,002555
2074,2020-02-10,1.0,002555
2214,2020-02-11,1.0,002555
2354,2020-02-12,1.0,002555
2494,2020-02-13,1.0,002555
2634,2020-02-14,1.0,002555
2774,2020-02-17,1.0,002555
2914,2020-02-18,1.0,002555
3054,2020-02-19,1.0,002555
3194,2020-02-20,1.0,002555
3334,2020-02-21,1.0,002555
3474,2020-02-24,1.0,002555
3614,2020-02-25,1.0,002555
3754,2020-02-26,1.0,002555
3894,2020-02-27,0.0,002555
4034,2020-02-28,0.0,002555
4174,2020-02-29,0.0,002555
43,2020-01-13,0.0,002563
183,2020-01-14,0.0,002563
323,2020-01-15,0.0,002563
463,2020-01-16,0.0,002563
603,2020-01-17,0.0,002563
743,2020-01-20,0.0,002563
883,2020-01-21,0.0,002563
1023,2020-01-22,0.0,002563
1163,2020-01-23,0.0,002563
1303,2020-02-03,0.0,002563
1443,2020-02-04,0.0,002563
1583,2020-02-05,0.0,002563
1723,2020-02-06,0.0,002563
1863,2020-02-07,0.0,002563
2003,2020-02-10,0.01773381233215332,002563
2143,2020-02-11,1.0,002563
2283,2020-02-12,1.0,002563
2423,2020-02-13,1.0,002563
2563,2020-02-14,1.0,002563
2703,2020-02-17,1.0,002563
2843,2020-02-18,1.0,002563
2983,2020-02-19,1.0,002563
3123,2020-02-20,1.0,002563
3263,2020-02-21,1.0,002563
3403,2020-02-24,1.0,002563
3543,2020-02-25,1.0,002563
3683,2020-02-26,0.0,002563
3823,2020-02-27,0.0,002563
3963,2020-02-28,0.0,002563
4103,2020-02-29,0.0,002563
110,2020-01-13,0.7877809405326843,002607
250,2020-01-14,0.0,002607
390,2020-01-15,0.0,002607
530,2020-01-16,0.0,002607
670,2020-01-17,0.0,002607
810,2020-01-20,0.0,002607
950,2020-01-21,0.0,002607
1090,2020-01-22,0.0,002607
1230,2020-01-23,0.0,002607
1370,2020-02-03,0.0,002607
1510,2020-02-04,0.0,002607
1650,2020-02-05,0.0,002607
1790,2020-02-06,0.0,002607
1930,2020-02-07,0.0,002607
2070,2020-02-10,1.0,002607
2210,2020-02-11,1.0,002607
2350,2020-02-12,1.0,002607
2490,2020-02-13,1.0,002607
2630,2020-02-14,1.0,002607
2770,2020-02-17,1.0,002607
2910,2020-02-18,1.0,002607
3050,2020-02-19,1.0,002607
3190,2020-02-20,1.0,002607
3330,2020-02-21,1.0,002607
3470,2020-02-24,1.0,002607
3610,2020-02-25,1.0,002607
3750,2020-02-26,1.0,002607
3890,2020-02-27,0.0,002607
4030,2020-02-28,0.0,002607
4170,2020-02-29,0.0,002607
113,2020-01-13,0.7877809405326843,002621
253,2020-01-14,0.0,002621
393,2020-01-15,0.0,002621
533,2020-01-16,0.0,002621
673,2020-01-17,0.0,002621
813,2020-01-20,0.0,002621
953,2020-01-21,0.0,002621
1093,2020-01-22,0.0,002621
1233,2020-01-23,0.0,002621
1373,2020-02-03,0.0,002621
1513,2020-02-04,0.0,002621
1653,2020-02-05,0.0,002621
1793,2020-02-06,0.0,002621
1933,2020-02-07,0.0,002621
2073,2020-02-10,1.0,002621
2213,2020-02-11,1.0,002621
2353,2020-02-12,1.0,002621
2493,2020-02-13,1.0,002621
2633,2020-02-14,1.0,002621
2773,2020-02-17,1.0,002621
2913,2020-02-18,1.0,002621
3053,2020-02-19,1.0,002621
3193,2020-02-20,1.0,002621
3333,2020-02-21,1.0,002621
3473,2020-02-24,1.0,002621
3613,2020-02-25,1.0,002621
3753,2020-02-26,1.0,002621
3893,2020-02-27,0.0,002621
4033,2020-02-28,0.0,002621
4173,2020-02-29,0.0,002621
13,2020-01-13,0.58685302734375,002643
153,2020-01-14,0.0,002643
293,2020-01-15,0.0,002643
433,2020-01-16,0.0,002643
573,2020-01-17,0.0,002643
713,2020-01-20,0.0,002643
853,2020-01-21,0.0,002643
993,2020-01-22,0.0,002643
1133,2020-01-23,0.0,002643
1273,2020-02-03,0.0,002643
1413,2020-02-04,0.0,002643
1553,2020-02-05,0.0,002643
1693,2020-02-06,0.0,002643
1833,2020-02-07,0.0,002643
1973,2020-02-10,1.0,002643
2113,2020-02-11,1.0,002643
2253,2020-02-12,1.0,002643
2393,2020-02-13,1.0,002643
2533,2020-02-14,1.0,002643
2673,2020-02-17,1.0,002643
2813,2020-02-18,1.0,002643
2953,2020-02-19,1.0,002643
3093,2020-02-20,1.0,002643
3233,2020-02-21,1.0,002643
3373,2020-02-24,1.0,002643
3513,2020-02-25,1.0,002643
3653,2020-02-26,0.327040433883667,002643
3793,2020-02-27,0.0,002643
3933,2020-02-28,0.0,002643
4073,2020-02-29,0.0,002643
135,2020-01-13,1.0,002698
275,2020-01-14,0.48444217443466187,002698
415,2020-01-15,0.0,002698
555,2020-01-16,0.0,002698
695,2020-01-17,0.0,002698
835,2020-01-20,0.0,002698
975,2020-01-21,0.0,002698
1115,2020-01-22,0.0,002698
1255,2020-01-23,0.0,002698
1395,2020-02-03,0.0,002698
1535,2020-02-04,0.0,002698
1675,2020-02-05,0.0,002698
1815,2020-02-06,0.0,002698
1955,2020-02-07,0.6966891884803772,002698
2095,2020-02-10,1.0,002698
2235,2020-02-11,1.0,002698
2375,2020-02-12,1.0,002698
2515,2020-02-13,1.0,002698
2655,2020-02-14,1.0,002698
2795,2020-02-17,1.0,002698
2935,2020-02-18,1.0,002698
3075,2020-02-19,1.0,002698
3215,2020-02-20,1.0,002698
3355,2020-02-21,1.0,002698
3495,2020-02-24,1.0,002698
3635,2020-02-25,1.0,002698
3775,2020-02-26,1.0,002698
3915,2020-02-27,0.0,002698
4055,2020-02-28,0.0,002698
4195,2020-02-29,0.0,002698
5,2020-01-13,1.0,002738
145,2020-01-14,0.24813032150268555,002738
285,2020-01-15,0.0,002738
425,2020-01-16,0.0,002738
565,2020-01-17,0.0,002738
705,2020-01-20,0.0,002738
845,2020-01-21,0.0,002738
985,2020-01-22,0.0,002738
1125,2020-01-23,0.0,002738
1265,2020-02-03,0.0,002738
1405,2020-02-04,0.0,002738
1545,2020-02-05,0.0,002738
1685,2020-02-06,0.0,002738
1825,2020-02-07,0.0,002738
1965,2020-02-10,1.0,002738
2105,2020-02-11,1.0,002738
2245,2020-02-12,1.0,002738
2385,2020-02-13,1.0,002738
2525,2020-02-14,1.0,002738
2665,2020-02-17,1.0,002738
2805,2020-02-18,1.0,002738
2945,2020-02-19,1.0,002738
3085,2020-02-20,1.0,002738
3225,2020-02-21,1.0,002738
3365,2020-02-24,1.0,002738
3505,2020-02-25,1.0,002738
3645,2020-02-26,1.0,002738
3785,2020-02-27,0.0,002738
3925,2020-02-28,0.0,002738
4065,2020-02-29,0.0,002738
3,2020-01-13,0.7108047008514404,002746
143,2020-01-14,0.0,002746
283,2020-01-15,0.0,002746
423,2020-01-16,0.0,002746
563,2020-01-17,0.0,002746
703,2020-01-20,0.0,002746
843,2020-01-21,0.0,002746
983,2020-01-22,0.0,002746
1123,2020-01-23,0.0,002746
1263,2020-02-03,0.0,002746
1403,2020-02-04,0.0,002746
1543,2020-02-05,0.0,002746
1683,2020-02-06,0.0,002746
1823,2020-02-07,0.0,002746
1963,2020-02-10,0.0,002746
2103,2020-02-11,1.0,002746
2243,2020-02-12,1.0,002746
2383,2020-02-13,1.0,002746
2523,2020-02-14,1.0,002746
2663,2020-02-17,1.0,002746
2803,2020-02-18,1.0,002746
2943,2020-02-19,1.0,002746
3083,2020-02-20,1.0,002746
3223,2020-02-21,1.0,002746
3363,2020-02-24,1.0,002746
3503,2020-02-25,1.0,002746
3643,2020-02-26,0.0,002746
3783,2020-02-27,0.0,002746
3923,2020-02-28,0.0,002746
4063,2020-02-29,0.0,002746
31,2020-01-13,1.0,002759
171,2020-01-14,0.0,002759
311,2020-01-15,0.0,002759
451,2020-01-16,0.0,002759
591,2020-01-17,0.0,002759
731,2020-01-20,0.0,002759
871,2020-01-21,0.0,002759
1011,2020-01-22,0.0,002759
1151,2020-01-23,0.0,002759
1291,2020-02-03,0.0,002759
1431,2020-02-04,0.0,002759
1571,2020-02-05,0.0,002759
1711,2020-02-06,0.0,002759
1851,2020-02-07,0.0,002759
1991,2020-02-10,1.0,002759
2131,2020-02-11,1.0,002759
2271,2020-02-12,1.0,002759
2411,2020-02-13,1.0,002759
2551,2020-02-14,1.0,002759
2691,2020-02-17,1.0,002759
2831,2020-02-18,1.0,002759
2971,2020-02-19,1.0,002759
3111,2020-02-20,1.0,002759
3251,2020-02-21,1.0,002759
3391,2020-02-24,1.0,002759
3531,2020-02-25,1.0,002759
3671,2020-02-26,1.0,002759
3811,2020-02-27,0.0,002759
3951,2020-02-28,0.0,002759
4091,2020-02-29,0.0,002759
48,2020-01-13,1.0,002798
188,2020-01-14,0.06002616882324219,002798
328,2020-01-15,0.0,002798
468,2020-01-16,0.0,002798
608,2020-01-17,0.0,002798
748,2020-01-20,0.0,002798
888,2020-01-21,0.0,002798
1028,2020-01-22,0.0,002798
1168,2020-01-23,0.0,002798
1308,2020-02-03,0.0,002798
1448,2020-02-04,0.0,002798
1588,2020-02-05,0.0,002798
1728,2020-02-06,0.0,002798
1868,2020-02-07,0.0,002798
2008,2020-02-10,1.0,002798
2148,2020-02-11,1.0,002798
2288,2020-02-12,1.0,002798
2428,2020-02-13,1.0,002798
2568,2020-02-14,1.0,002798
2708,2020-02-17,1.0,002798
2848,2020-02-18,1.0,002798
2988,2020-02-19,1.0,002798
3128,2020-02-20,1.0,002798
3268,2020-02-21,1.0,002798
3408,2020-02-24,1.0,002798
3548,2020-02-25,1.0,002798
3688,2020-02-26,1.0,002798
3828,2020-02-27,0.0,002798
3968,2020-02-28,0.0,002798
4108,2020-02-29,0.0,002798
47,2020-01-13,1.0,002803
187,2020-01-14,0.06002616882324219,002803
327,2020-01-15,0.0,002803
467,2020-01-16,0.0,002803
607,2020-01-17,0.0,002803
747,2020-01-20,0.0,002803
887,2020-01-21,0.0,002803
1027,2020-01-22,0.0,002803
1167,2020-01-23,0.0,002803
1307,2020-02-03,0.0,002803
1447,2020-02-04,0.0,002803
1587,2020-02-05,0.0,002803
1727,2020-02-06,0.0,002803
1867,2020-02-07,0.0,002803
2007,2020-02-10,1.0,002803
2147,2020-02-11,1.0,002803
2287,2020-02-12,1.0,002803
2427,2020-02-13,1.0,002803
2567,2020-02-14,1.0,002803
2707,2020-02-17,1.0,002803
2847,2020-02-18,1.0,002803
2987,2020-02-19,1.0,002803
3127,2020-02-20,1.0,002803
3267,2020-02-21,1.0,002803
3407,2020-02-24,1.0,002803
3547,2020-02-25,1.0,002803
3687,2020-02-26,1.0,002803
3827,2020-02-27,0.0,002803
3967,2020-02-28,0.0,002803
4107,2020-02-29,0.0,002803
72,2020-01-13,1.0,002818
212,2020-01-14,0.5931003093719482,002818
352,2020-01-15,0.0,002818
492,2020-01-16,0.0,002818
632,2020-01-17,0.0,002818
772,2020-01-20,0.0,002818
912,2020-01-21,0.0,002818
1052,2020-01-22,0.0,002818
1192,2020-01-23,0.0,002818
1332,2020-02-03,0.0,002818
1472,2020-02-04,0.0,002818
1612,2020-02-05,0.0,002818
1752,2020-02-06,0.0,002818
1892,2020-02-07,0.0,002818
2032,2020-02-10,0.14896130561828613,002818
2172,2020-02-11,1.0,002818
2312,2020-02-12,1.0,002818
2452,2020-02-13,1.0,002818
2592,2020-02-14,1.0,002818
2732,2020-02-17,1.0,002818
2872,2020-02-18,1.0,002818
3012,2020-02-19,1.0,002818
3152,2020-02-20,1.0,002818
3292,2020-02-21,1.0,002818
3432,2020-02-24,1.0,002818
3572,2020-02-25,1.0,002818
3712,2020-02-26,1.0,002818
3852,2020-02-27,0.0,002818
3992,2020-02-28,0.0,002818
4132,2020-02-29,0.0,002818
40,2020-01-13,0.0,002832
180,2020-01-14,0.0,002832
320,2020-01-15,0.0,002832
460,2020-01-16,0.0,002832
600,2020-01-17,0.0,002832
740,2020-01-20,0.0,002832
880,2020-01-21,0.0,002832
1020,2020-01-22,0.0,002832
1160,2020-01-23,0.0,002832
1300,2020-02-03,0.0,002832
1440,2020-02-04,0.0,002832
1580,2020-02-05,0.0,002832
1720,2020-02-06,0.0,002832
1860,2020-02-07,0.0,002832
2000,2020-02-10,0.01773381233215332,002832
2140,2020-02-11,1.0,002832
2280,2020-02-12,1.0,002832
2420,2020-02-13,1.0,002832
2560,2020-02-14,1.0,002832
2700,2020-02-17,1.0,002832
2840,2020-02-18,1.0,002832
2980,2020-02-19,1.0,002832
3120,2020-02-20,1.0,002832
3260,2020-02-21,1.0,002832
