,date,predict,code
3400,2020-02-24,1.0,002832
3540,2020-02-25,1.0,002832
3680,2020-02-26,0.0,002832
3820,2020-02-27,0.0,002832
3960,2020-02-28,0.0,002832
4100,2020-02-29,0.0,002832
95,2020-01-13,1.0,002851
235,2020-01-14,0.06855648756027222,002851
375,2020-01-15,0.0,002851
515,2020-01-16,0.0,002851
655,2020-01-17,0.0,002851
795,2020-01-20,0.0,002851
935,2020-01-21,0.0,002851
1075,2020-01-22,0.0,002851
1215,2020-01-23,0.0,002851
1355,2020-02-03,0.0,002851
1495,2020-02-04,0.0,002851
1635,2020-02-05,0.0,002851
1775,2020-02-06,0.0,002851
1915,2020-02-07,0.0,002851
2055,2020-02-10,1.0,002851
2195,2020-02-11,1.0,002851
2335,2020-02-12,1.0,002851
2475,2020-02-13,1.0,002851
2615,2020-02-14,1.0,002851
2755,2020-02-17,1.0,002851
2895,2020-02-18,1.0,002851
3035,2020-02-19,1.0,002851
3175,2020-02-20,1.0,002851
3315,2020-02-21,1.0,002851
3455,2020-02-24,1.0,002851
3595,2020-02-25,1.0,002851
3735,2020-02-26,1.0,002851
3875,2020-02-27,0.0,002851
4015,2020-02-28,0.0,002851
4155,2020-02-29,0.0,002851
49,2020-01-13,1.0,002867
189,2020-01-14,0.06002616882324219,002867
329,2020-01-15,0.0,002867
469,2020-01-16,0.0,002867
609,2020-01-17,0.0,002867
749,2020-01-20,0.0,002867
889,2020-01-21,0.0,002867
1029,2020-01-22,0.0,002867
1169,2020-01-23,0.0,002867
1309,2020-02-03,0.0,002867
1449,2020-02-04,0.0,002867
1589,2020-02-05,0.0,002867
1729,2020-02-06,0.0,002867
1869,2020-02-07,0.0,002867
2009,2020-02-10,1.0,002867
2149,2020-02-11,1.0,002867
2289,2020-02-12,1.0,002867
2429,2020-02-13,1.0,002867
2569,2020-02-14,1.0,002867
2709,2020-02-17,1.0,002867
2849,2020-02-18,1.0,002867
2989,2020-02-19,1.0,002867
3129,2020-02-20,1.0,002867
3269,2020-02-21,1.0,002867
3409,2020-02-24,1.0,002867
3549,2020-02-25,1.0,002867
3689,2020-02-26,1.0,002867
3829,2020-02-27,0.0,002867
3969,2020-02-28,0.0,002867
4109,2020-02-29,0.0,002867
51,2020-01-13,1.0,002901
191,2020-01-14,0.4224576950073242,002901
331,2020-01-15,0.0,002901
471,2020-01-16,0.0,002901
611,2020-01-17,0.0,002901
751,2020-01-20,0.0,002901
891,2020-01-21,0.0,002901
1031,2020-01-22,0.0,002901
1171,2020-01-23,0.0,002901
1311,2020-02-03,0.0,002901
1451,2020-02-04,0.0,002901
1591,2020-02-05,0.0,002901
1731,2020-02-06,0.0,002901
1871,2020-02-07,1.0,002901
2011,2020-02-10,1.0,002901
2151,2020-02-11,1.0,002901
2291,2020-02-12,1.0,002901
2431,2020-02-13,1.0,002901
2571,2020-02-14,1.0,002901
2711,2020-02-17,1.0,002901
2851,2020-02-18,1.0,002901
2991,2020-02-19,1.0,002901
3131,2020-02-20,1.0,002901
3271,2020-02-21,1.0,002901
3411,2020-02-24,1.0,002901
3551,2020-02-25,1.0,002901
3691,2020-02-26,1.0,002901
3831,2020-02-27,0.0,002901
3971,2020-02-28,0.0,002901
4111,2020-02-29,0.0,002901
60,2020-01-13,0.5602116584777832,002928
200,2020-01-14,0.0,002928
340,2020-01-15,0.0,002928
480,2020-01-16,0.0,002928
620,2020-01-17,0.0,002928
760,2020-01-20,0.0,002928
900,2020-01-21,0.0,002928
1040,2020-01-22,0.0,002928
1180,2020-01-23,0.0,002928
1320,2020-02-03,0.0,002928
1460,2020-02-04,0.0,002928
1600,2020-02-05,0.0,002928
1740,2020-02-06,0.0,002928
1880,2020-02-07,0.0,002928
2020,2020-02-10,1.0,002928
2160,2020-02-11,1.0,002928
2300,2020-02-12,1.0,002928
2440,2020-02-13,1.0,002928
2580,2020-02-14,1.0,002928
2720,2020-02-17,1.0,002928
2860,2020-02-18,1.0,002928
3000,2020-02-19,1.0,002928
3140,2020-02-20,1.0,002928
3280,2020-02-21,1.0,002928
3420,2020-02-24,1.0,002928
3560,2020-02-25,1.0,002928
3700,2020-02-26,0.644749641418457,002928
3840,2020-02-27,0.0,002928
3980,2020-02-28,0.0,002928
4120,2020-02-29,0.0,002928
137,2020-01-13,1.0,002972
277,2020-01-14,0.48444217443466187,002972
417,2020-01-15,0.0,002972
557,2020-01-16,0.0,002972
697,2020-01-17,0.0,002972
837,2020-01-20,0.0,002972
977,2020-01-21,0.0,002972
1117,2020-01-22,0.0,002972
1257,2020-01-23,0.0,002972
1397,2020-02-03,0.0,002972
1537,2020-02-04,0.0,002972
1677,2020-02-05,0.0,002972
1817,2020-02-06,0.0,002972
1957,2020-02-07,0.6966891884803772,002972
2097,2020-02-10,1.0,002972
2237,2020-02-11,1.0,002972
2377,2020-02-12,1.0,002972
2517,2020-02-13,1.0,002972
2657,2020-02-14,1.0,002972
2797,2020-02-17,1.0,002972
2937,2020-02-18,1.0,002972
3077,2020-02-19,1.0,002972
3217,2020-02-20,1.0,002972
3357,2020-02-21,1.0,002972
3497,2020-02-24,1.0,002972
3637,2020-02-25,1.0,002972
3777,2020-02-26,1.0,002972
3917,2020-02-27,0.0,002972
4057,2020-02-28,0.0,002972
4197,2020-02-29,0.0,002972
136,2020-01-13,1.0,002975
276,2020-01-14,0.48444217443466187,002975
416,2020-01-15,0.0,002975
556,2020-01-16,0.0,002975
696,2020-01-17,0.0,002975
836,2020-01-20,0.0,002975
976,2020-01-21,0.0,002975
1116,2020-01-22,0.0,002975
1256,2020-01-23,0.0,002975
1396,2020-02-03,0.0,002975
1536,2020-02-04,0.0,002975
1676,2020-02-05,0.0,002975
1816,2020-02-06,0.0,002975
1956,2020-02-07,0.6966891884803772,002975
2096,2020-02-10,1.0,002975
2236,2020-02-11,1.0,002975
2376,2020-02-12,1.0,002975
2516,2020-02-13,1.0,002975
2656,2020-02-14,1.0,002975
2796,2020-02-17,1.0,002975
2936,2020-02-18,1.0,002975
3076,2020-02-19,1.0,002975
3216,2020-02-20,1.0,002975
3356,2020-02-21,1.0,002975
3496,2020-02-24,1.0,002975
3636,2020-02-25,1.0,002975
3776,2020-02-26,1.0,002975
3916,2020-02-27,0.0,002975
4056,2020-02-28,0.0,002975
4196,2020-02-29,0.0,002975
83,2020-01-13,1.0,300012
223,2020-01-14,0.3666515350341797,300012
363,2020-01-15,0.0,300012
503,2020-01-16,0.0,300012
643,2020-01-17,0.0,300012
783,2020-01-20,0.0,300012
923,2020-01-21,0.0,300012
1063,2020-01-22,0.0,300012
1203,2020-01-23,0.0,300012
1343,2020-02-03,0.0,300012
1483,2020-02-04,0.0,300012
1623,2020-02-05,0.0,300012
1763,2020-02-06,0.0,300012
1903,2020-02-07,0.0,300012
2043,2020-02-10,1.0,300012
2183,2020-02-11,1.0,300012
2323,2020-02-12,1.0,300012
2463,2020-02-13,1.0,300012
2603,2020-02-14,1.0,300012
2743,2020-02-17,1.0,300012
2883,2020-02-18,1.0,300012
3023,2020-02-19,1.0,300012
3163,2020-02-20,1.0,300012
3303,2020-02-21,1.0,300012
3443,2020-02-24,1.0,300012
3583,2020-02-25,1.0,300012
3723,2020-02-26,1.0,300012
3863,2020-02-27,0.0,300012
4003,2020-02-28,0.0,300012
4143,2020-02-29,0.0,300012
102,2020-01-13,0.4148116111755371,300034
242,2020-01-14,0.0,300034
382,2020-01-15,0.0,300034
522,2020-01-16,0.0,300034
662,2020-01-17,0.0,300034
802,2020-01-20,0.0,300034
942,2020-01-21,0.0,300034
1082,2020-01-22,0.0,300034
1222,2020-01-23,0.0,300034
1362,2020-02-03,0.0,300034
1502,2020-02-04,0.0,300034
1642,2020-02-05,0.0,300034
1782,2020-02-06,0.0,300034
1922,2020-02-07,0.0,300034
2062,2020-02-10,1.0,300034
2202,2020-02-11,1.0,300034
2342,2020-02-12,1.0,300034
2482,2020-02-13,1.0,300034
2622,2020-02-14,1.0,300034
2762,2020-02-17,1.0,300034
2902,2020-02-18,1.0,300034
3042,2020-02-19,1.0,300034
3182,2020-02-20,1.0,300034
3322,2020-02-21,1.0,300034
3462,2020-02-24,1.0,300034
3602,2020-02-25,1.0,300034
3742,2020-02-26,0.0,300034
3882,2020-02-27,0.0,300034
4022,2020-02-28,0.0,300034
4162,2020-02-29,0.0,300034
112,2020-01-13,0.7877809405326843,300043
252,2020-01-14,0.0,300043
392,2020-01-15,0.0,300043
532,2020-01-16,0.0,300043
672,2020-01-17,0.0,300043
812,2020-01-20,0.0,300043
952,2020-01-21,0.0,300043
1092,2020-01-22,0.0,300043
1232,2020-01-23,0.0,300043
1372,2020-02-03,0.0,300043
1512,2020-02-04,0.0,300043
1652,2020-02-05,0.0,300043
1792,2020-02-06,0.0,300043
1932,2020-02-07,0.0,300043
2072,2020-02-10,1.0,300043
2212,2020-02-11,1.0,300043
2352,2020-02-12,1.0,300043
2492,2020-02-13,1.0,300043
2632,2020-02-14,1.0,300043
2772,2020-02-17,1.0,300043
2912,2020-02-18,1.0,300043
3052,2020-02-19,1.0,300043
3192,2020-02-20,1.0,300043
3332,2020-02-21,1.0,300043
3472,2020-02-24,1.0,300043
3612,2020-02-25,1.0,300043
3752,2020-02-26,1.0,300043
3892,2020-02-27,0.0,300043
4032,2020-02-28,0.0,300043
4172,2020-02-29,0.0,300043
111,2020-01-13,0.7877809405326843,300059
251,2020-01-14,0.0,300059
391,2020-01-15,0.0,300059
531,2020-01-16,0.0,300059
671,2020-01-17,0.0,300059
811,2020-01-20,0.0,300059
951,2020-01-21,0.0,300059
1091,2020-01-22,0.0,300059
1231,2020-01-23,0.0,300059
1371,2020-02-03,0.0,300059
1511,2020-02-04,0.0,300059
1651,2020-02-05,0.0,300059
1791,2020-02-06,0.0,300059
1931,2020-02-07,0.0,300059
2071,2020-02-10,1.0,300059
2211,2020-02-11,1.0,300059
2351,2020-02-12,1.0,300059
2491,2020-02-13,1.0,300059
2631,2020-02-14,1.0,300059
2771,2020-02-17,1.0,300059
2911,2020-02-18,1.0,300059
3051,2020-02-19,1.0,300059
3191,2020-02-20,1.0,300059
3331,2020-02-21,1.0,300059
3471,2020-02-24,1.0,300059
3611,2020-02-25,1.0,300059
3751,2020-02-26,1.0,300059
3891,2020-02-27,0.0,300059
4031,2020-02-28,0.0,300059
4171,2020-02-29,0.0,300059
108,2020-01-13,1.0,300166
248,2020-01-14,0.0,300166
388,2020-01-15,0.0,300166
528,2020-01-16,0.0,300166
668,2020-01-17,0.0,300166
808,2020-01-20,0.0,300166
948,2020-01-21,0.0,300166
1088,2020-01-22,0.0,300166
1228,2020-01-23,0.0,300166
1368,2020-02-03,0.0,300166
1508,2020-02-04,0.0,300166
1648,2020-02-05,0.0,300166
1788,2020-02-06,0.0,300166
1928,2020-02-07,0.0,300166
2068,2020-02-10,1.0,300166
2208,2020-02-11,1.0,300166
2348,2020-02-12,1.0,300166
2488,2020-02-13,1.0,300166
2628,2020-02-14,1.0,300166
2768,2020-02-17,1.0,300166
2908,2020-02-18,1.0,300166
3048,2020-02-19,1.0,300166
3188,2020-02-20,1.0,300166
3328,2020-02-21,1.0,300166
3468,2020-02-24,1.0,300166
3608,2020-02-25,1.0,300166
3748,2020-02-26,1.0,300166
3888,2020-02-27,0.0,300166
4028,2020-02-28,0.0,300166
4168,2020-02-29,0.0,300166
53,2020-01-13,1.0,300326
193,2020-01-14,0.4224576950073242,300326
333,2020-01-15,0.0,300326
473,2020-01-16,0.0,300326
613,2020-01-17,0.0,300326
753,2020-01-20,0.0,300326
893,2020-01-21,0.0,300326
1033,2020-01-22,0.0,300326
1173,2020-01-23,0.0,300326
1313,2020-02-03,0.0,300326
1453,2020-02-04,0.0,300326
1593,2020-02-05,0.0,300326
1733,2020-02-06,0.0,300326
1873,2020-02-07,1.0,300326
2013,2020-02-10,1.0,300326
2153,2020-02-11,1.0,300326
2293,2020-02-12,1.0,300326
2433,2020-02-13,1.0,300326
2573,2020-02-14,1.0,300326
2713,2020-02-17,1.0,300326
2853,2020-02-18,1.0,300326
2993,2020-02-19,1.0,300326
3133,2020-02-20,1.0,300326
3273,2020-02-21,1.0,300326
3413,2020-02-24,1.0,300326
3553,2020-02-25,1.0,300326
3693,2020-02-26,1.0,300326
3833,2020-02-27,0.0,300326
3973,2020-02-28,0.0,300326
4113,2020-02-29,0.0,300326
92,2020-01-13,0.3463174104690552,300384
232,2020-01-14,0.0,300384
372,2020-01-15,0.0,300384
512,2020-01-16,0.0,300384
652,2020-01-17,0.0,300384
792,2020-01-20,0.0,300384
932,2020-01-21,0.0,300384
1072,2020-01-22,0.0,300384
1212,2020-01-23,0.0,300384
1352,2020-02-03,0.0,300384
1492,2020-02-04,0.0,300384
1632,2020-02-05,0.0,300384
1772,2020-02-06,0.0,300384
1912,2020-02-07,0.0,300384
2052,2020-02-10,1.0,300384
2192,2020-02-11,1.0,300384
2332,2020-02-12,1.0,300384
2472,2020-02-13,1.0,300384
2612,2020-02-14,1.0,300384
2752,2020-02-17,1.0,300384
2892,2020-02-18,1.0,300384
3032,2020-02-19,1.0,300384
3172,2020-02-20,1.0,300384
3312,2020-02-21,1.0,300384
3452,2020-02-24,1.0,300384
3592,2020-02-25,1.0,300384
3732,2020-02-26,0.0,300384
3872,2020-02-27,0.0,300384
4012,2020-02-28,0.0,300384
4152,2020-02-29,0.0,300384
52,2020-01-13,1.0,300401
192,2020-01-14,0.4224576950073242,300401
332,2020-01-15,0.0,300401
472,2020-01-16,0.0,300401
612,2020-01-17,0.0,300401
752,2020-01-20,0.0,300401
892,2020-01-21,0.0,300401
1032,2020-01-22,0.0,300401
1172,2020-01-23,0.0,300401
1312,2020-02-03,0.0,300401
1452,2020-02-04,0.0,300401
1592,2020-02-05,0.0,300401
1732,2020-02-06,0.0,300401
1872,2020-02-07,1.0,300401
2012,2020-02-10,1.0,300401
2152,2020-02-11,1.0,300401
2292,2020-02-12,1.0,300401
2432,2020-02-13,1.0,300401
2572,2020-02-14,1.0,300401
2712,2020-02-17,1.0,300401
2852,2020-02-18,1.0,300401
2992,2020-02-19,1.0,300401
3132,2020-02-20,1.0,300401
3272,2020-02-21,1.0,300401
3412,2020-02-24,1.0,300401
3552,2020-02-25,1.0,300401
3692,2020-02-26,1.0,300401
3832,2020-02-27,0.0,300401
3972,2020-02-28,0.0,300401
4112,2020-02-29,0.0,300401
139,2020-01-13,1.0,300417
279,2020-01-14,0.48444217443466187,300417
419,2020-01-15,0.0,300417
559,2020-01-16,0.0,300417
699,2020-01-17,0.0,300417
839,2020-01-20,0.0,300417
979,2020-01-21,0.0,300417
1119,2020-01-22,0.0,300417
1259,2020-01-23,0.0,300417
1399,2020-02-03,0.0,300417
1539,2020-02-04,0.0,300417
1679,2020-02-05,0.0,300417
1819,2020-02-06,0.0,300417
1959,2020-02-07,0.6966891884803772,300417
2099,2020-02-10,1.0,300417
2239,2020-02-11,1.0,300417
2379,2020-02-12,1.0,300417
2519,2020-02-13,1.0,300417
2659,2020-02-14,1.0,300417
2799,2020-02-17,1.0,300417
2939,2020-02-18,1.0,300417
3079,2020-02-19,1.0,300417
3219,2020-02-20,1.0,300417
3359,2020-02-21,1.0,300417
3499,2020-02-24,1.0,300417
3639,2020-02-25,1.0,300417
3779,2020-02-26,1.0,300417
3919,2020-02-27,0.0,300417
4059,2020-02-28,0.0,300417
4199,2020-02-29,0.0,300417
97,2020-01-13,1.0,300443
237,2020-01-14,0.06855648756027222,300443
377,2020-01-15,0.0,300443
517,2020-01-16,0.0,300443
657,2020-01-17,0.0,300443
797,2020-01-20,0.0,300443
937,2020-01-21,0.0,300443
1077,2020-01-22,0.0,300443
1217,2020-01-23,0.0,300443
1357,2020-02-03,0.0,300443
1497,2020-02-04,0.0,300443
1637,2020-02-05,0.0,300443
1777,2020-02-06,0.0,300443
1917,2020-02-07,0.0,300443
2057,2020-02-10,1.0,300443
2197,2020-02-11,1.0,300443
2337,2020-02-12,1.0,300443
2477,2020-02-13,1.0,300443
2617,2020-02-14,1.0,300443
2757,2020-02-17,1.0,300443
2897,2020-02-18,1.0,300443
3037,2020-02-19,1.0,300443
3177,2020-02-20,1.0,300443
3317,2020-02-21,1.0,300443
3457,2020-02-24,1.0,300443
3597,2020-02-25,1.0,300443
3737,2020-02-26,1.0,300443
3877,2020-02-27,0.0,300443
4017,2020-02-28,0.0,300443
4157,2020-02-29,0.0,300443
10,2020-01-13,0.58685302734375,300487
150,2020-01-14,0.0,300487
290,2020-01-15,0.0,300487
430,2020-01-16,0.0,300487
570,2020-01-17,0.0,300487
710,2020-01-20,0.0,300487
850,2020-01-21,0.0,300487
990,2020-01-22,0.0,300487
1130,2020-01-23,0.0,300487
1270,2020-02-03,0.0,300487
1410,2020-02-04,0.0,300487
1550,2020-02-05,0.0,300487
1690,2020-02-06,0.0,300487
1830,2020-02-07,0.0,300487
1970,2020-02-10,1.0,300487
2110,2020-02-11,1.0,300487
2250,2020-02-12,1.0,300487
2390,2020-02-13,1.0,300487
2530,2020-02-14,1.0,300487
2670,2020-02-17,1.0,300487
2810,2020-02-18,1.0,300487
2950,2020-02-19,1.0,300487
3090,2020-02-20,1.0,300487
3230,2020-02-21,1.0,300487
3370,2020-02-24,1.0,300487
3510,2020-02-25,1.0,300487
3650,2020-02-26,0.327040433883667,300487
3790,2020-02-27,0.0,300487
3930,2020-02-28,0.0,300487
4070,2020-02-29,0.0,300487
41,2020-01-13,0.0,300577
181,2020-01-14,0.0,300577
321,2020-01-15,0.0,300577
461,2020-01-16,0.0,300577
601,2020-01-17,0.0,300577
741,2020-01-20,0.0,300577
881,2020-01-21,0.0,300577
1021,2020-01-22,0.0,300577
1161,2020-01-23,0.0,300577
1301,2020-02-03,0.0,300577
1441,2020-02-04,0.0,300577
1581,2020-02-05,0.0,300577
1721,2020-02-06,0.0,300577
1861,2020-02-07,0.0,300577
2001,2020-02-10,0.01773381233215332,300577
2141,2020-02-11,1.0,300577
2281,2020-02-12,1.0,300577
2421,2020-02-13,1.0,300577
2561,2020-02-14,1.0,300577
2701,2020-02-17,1.0,300577
2841,2020-02-18,1.0,300577
2981,2020-02-19,1.0,300577
3121,2020-02-20,1.0,300577
3261,2020-02-21,1.0,300577
3401,2020-02-24,1.0,300577
3541,2020-02-25,1.0,300577
3681,2020-02-26,0.0,300577
3821,2020-02-27,0.0,300577
3961,2020-02-28,0.0,300577
4101,2020-02-29,0.0,300577
117,2020-01-13,1.0,300603
257,2020-01-14,0.8333828449249268,300603
397,2020-01-15,0.0,300603
537,2020-01-16,0.0,300603
677,2020-01-17,0.0,300603
817,2020-01-20,0.0,300603
957,2020-01-21,0.0,300603
1097,2020-01-22,0.0,300603
1237,2020-01-23,0.0,300603
1377,2020-02-03,0.0,300603
1517,2020-02-04,0.0,300603
1657,2020-02-05,0.0,300603
1797,2020-02-06,0.0,300603
1937,2020-02-07,0.0,300603
2077,2020-02-10,0.9823129177093506,300603
2217,2020-02-11,1.0,300603
2357,2020-02-12,1.0,300603
2497,2020-02-13,1.0,300603
2637,2020-02-14,1.0,300603
2777,2020-02-17,1.0,300603
2917,2020-02-18,1.0,300603
3057,2020-02-19,1.0,300603
3197,2020-02-20,1.0,300603
3337,2020-02-21,1.0,300603
3477,2020-02-24,1.0,300603
3617,2020-02-25,1.0,300603
3757,2020-02-26,1.0,300603
3897,2020-02-27,0.0,300603
4037,2020-02-28,0.0,300603
4177,2020-02-29,0.0,300603
116,2020-01-13,1.0,300628
256,2020-01-14,0.8333828449249268,300628
396,2020-01-15,0.0,300628
536,2020-01-16,0.0,300628
676,2020-01-17,0.0,300628
816,2020-01-20,0.0,300628
956,2020-01-21,0.0,300628
1096,2020-01-22,0.0,300628
1236,2020-01-23,0.0,300628
1376,2020-02-03,0.0,300628
1516,2020-02-04,0.0,300628
1656,2020-02-05,0.0,300628
1796,2020-02-06,0.0,300628
1936,2020-02-07,0.0,300628
2076,2020-02-10,0.9823129177093506,300628
2216,2020-02-11,1.0,300628
2356,2020-02-12,1.0,300628
2496,2020-02-13,1.0,300628
2636,2020-02-14,1.0,300628
2776,2020-02-17,1.0,300628
2916,2020-02-18,1.0,300628
3056,2020-02-19,1.0,300628
3196,2020-02-20,1.0,300628
3336,2020-02-21,1.0,300628
3476,2020-02-24,1.0,300628
3616,2020-02-25,1.0,300628
3756,2020-02-26,1.0,300628
3896,2020-02-27,0.0,300628
4036,2020-02-28,0.0,300628
4176,2020-02-29,0.0,300628
76,2020-01-13,0.30806684494018555,300662
216,2020-01-14,0.0,300662
356,2020-01-15,0.0,300662
496,2020-01-16,0.0,300662
636,2020-01-17,0.0,300662
776,2020-01-20,0.0,300662
916,2020-01-21,0.0,300662
1056,2020-01-22,0.0,300662
1196,2020-01-23,0.0,300662
1336,2020-02-03,0.0,300662
1476,2020-02-04,0.0,300662
1616,2020-02-05,0.0,300662
1756,2020-02-06,0.0,300662
1896,2020-02-07,0.0,300662
2036,2020-02-10,1.0,300662
2176,2020-02-11,1.0,300662
2316,2020-02-12,1.0,300662
2456,2020-02-13,1.0,300662
2596,2020-02-14,1.0,300662
2736,2020-02-17,1.0,300662
2876,2020-02-18,1.0,300662
3016,2020-02-19,1.0,300662
3156,2020-02-20,1.0,300662
3296,2020-02-21,1.0,300662
3436,2020-02-24,1.0,300662
3576,2020-02-25,1.0,300662
3716,2020-02-26,0.34250593185424805,300662
3856,2020-02-27,0.0,300662
3996,2020-02-28,0.0,300662
4136,2020-02-29,0.0,300662
100,2020-01-13,0.4148116111755371,300719
240,2020-01-14,0.0,300719
380,2020-01-15,0.0,300719
520,2020-01-16,0.0,300719
660,2020-01-17,0.0,300719
800,2020-01-20,0.0,300719
940,2020-01-21,0.0,300719
1080,2020-01-22,0.0,300719
1220,2020-01-23,0.0,300719
1360,2020-02-03,0.0,300719
1500,2020-02-04,0.0,300719
1640,2020-02-05,0.0,300719
1780,2020-02-06,0.0,300719
1920,2020-02-07,0.0,300719
2060,2020-02-10,1.0,300719
2200,2020-02-11,1.0,300719
2340,2020-02-12,1.0,300719
2480,2020-02-13,1.0,300719
2620,2020-02-14,1.0,300719
2760,2020-02-17,1.0,300719
2900,2020-02-18,1.0,300719
3040,2020-02-19,1.0,300719
3180,2020-02-20,1.0,300719
3320,2020-02-21,1.0,300719
3460,2020-02-24,1.0,300719
3600,2020-02-25,1.0,300719
3740,2020-02-26,0.0,300719
3880,2020-02-27,0.0,300719
4020,2020-02-28,0.0,300719
4160,2020-02-29,0.0,300719
54,2020-01-13,1.0,300725
194,2020-01-14,0.4224576950073242,300725
334,2020-01-15,0.0,300725
474,2020-01-16,0.0,300725
614,2020-01-17,0.0,300725
754,2020-01-20,0.0,300725
894,2020-01-21,0.0,300725
1034,2020-01-22,0.0,300725
1174,2020-01-23,0.0,300725
1314,2020-02-03,0.0,300725
1454,2020-02-04,0.0,300725
1594,2020-02-05,0.0,300725
1734,2020-02-06,0.0,300725
1874,2020-02-07,1.0,300725
2014,2020-02-10,1.0,300725
2154,2020-02-11,1.0,300725
2294,2020-02-12,1.0,300725
2434,2020-02-13,1.0,300725
2574,2020-02-14,1.0,300725
2714,2020-02-17,1.0,300725
2854,2020-02-18,1.0,300725
2994,2020-02-19,1.0,300725
3134,2020-02-20,1.0,300725
3274,2020-02-21,1.0,300725
3414,2020-02-24,1.0,300725
3554,2020-02-25,1.0,300725
3694,2020-02-26,1.0,300725
3834,2020-02-27,0.0,300725
3974,2020-02-28,0.0,300725
4114,2020-02-29,0.0,300725
29,2020-01-13,1.0,300735
169,2020-01-14,0.748153567314148,300735
309,2020-01-15,0.0,300735
449,2020-01-16,0.0,300735
589,2020-01-17,0.0,300735
729,2020-01-20,0.0,300735
869,2020-01-21,0.1935269832611084,300735
1009,2020-01-22,0.0,300735
1149,2020-01-23,0.041357457637786865,300735
1289,2020-02-03,0.0,300735
1429,2020-02-04,0.0,300735
1569,2020-02-05,0.0,300735
1709,2020-02-06,0.0,300735
1849,2020-02-07,0.8478008508682251,300735
1989,2020-02-10,1.0,300735
2129,2020-02-11,1.0,300735
2269,2020-02-12,1.0,300735
2409,2020-02-13,1.0,300735
2549,2020-02-14,1.0,300735
2689,2020-02-17,1.0,300735
2829,2020-02-18,1.0,300735
2969,2020-02-19,1.0,300735
3109,2020-02-20,1.0,300735
3249,2020-02-21,1.0,300735
3389,2020-02-24,1.0,300735
3529,2020-02-25,1.0,300735
3669,2020-02-26,1.0,300735
3809,2020-02-27,0.0,300735
3949,2020-02-28,0.0,300735
4089,2020-02-29,0.0,300735
71,2020-01-13,1.0,300755
211,2020-01-14,0.5931003093719482,300755
351,2020-01-15,0.0,300755
491,2020-01-16,0.0,300755
631,2020-01-17,0.0,300755
771,2020-01-20,0.0,300755
911,2020-01-21,0.0,300755
1051,2020-01-22,0.0,300755
1191,2020-01-23,0.0,300755
1331,2020-02-03,0.0,300755
1471,2020-02-04,0.0,300755
1611,2020-02-05,0.0,300755
1751,2020-02-06,0.0,300755
1891,2020-02-07,0.0,300755
2031,2020-02-10,0.14896130561828613,300755
2171,2020-02-11,1.0,300755
2311,2020-02-12,1.0,300755
2451,2020-02-13,1.0,300755
2591,2020-02-14,1.0,300755
2731,2020-02-17,1.0,300755
2871,2020-02-18,1.0,300755
3011,2020-02-19,1.0,300755
3151,2020-02-20,1.0,300755
3291,2020-02-21,1.0,300755
3431,2020-02-24,1.0,300755
3571,2020-02-25,1.0,300755
3711,2020-02-26,1.0,300755
3851,2020-02-27,0.0,300755
3991,2020-02-28,0.0,300755
4131,2020-02-29,0.0,300755
105,2020-01-13,1.0,300773
245,2020-01-14,0.0,300773
385,2020-01-15,0.0,300773
525,2020-01-16,0.0,300773
665,2020-01-17,0.0,300773
805,2020-01-20,0.0,300773
945,2020-01-21,0.0,300773
1085,2020-01-22,0.0,300773
1225,2020-01-23,0.0,300773
1365,2020-02-03,0.0,300773
1505,2020-02-04,0.0,300773
1645,2020-02-05,0.0,300773
1785,2020-02-06,0.0,300773
1925,2020-02-07,0.0,300773
2065,2020-02-10,1.0,300773
2205,2020-02-11,1.0,300773
2345,2020-02-12,1.0,300773
2485,2020-02-13,1.0,300773
2625,2020-02-14,1.0,300773
2765,2020-02-17,1.0,300773
2905,2020-02-18,1.0,300773
3045,2020-02-19,1.0,300773
3185,2020-02-20,1.0,300773
3325,2020-02-21,1.0,300773
3465,2020-02-24,1.0,300773
3605,2020-02-25,1.0,300773
3745,2020-02-26,1.0,300773
3885,2020-02-27,0.0,300773
4025,2020-02-28,0.0,300773
4165,2020-02-29,0.0,300773
12,2020-01-13,0.58685302734375,300777
152,2020-01-14,0.0,300777
292,2020-01-15,0.0,300777
432,2020-01-16,0.0,300777
572,2020-01-17,0.0,300777
712,2020-01-20,0.0,300777
852,2020-01-21,0.0,300777
992,2020-01-22,0.0,300777
1132,2020-01-23,0.0,300777
1272,2020-02-03,0.0,300777
1412,2020-02-04,0.0,300777
1552,2020-02-05,0.0,300777
1692,2020-02-06,0.0,300777
1832,2020-02-07,0.0,300777
1972,2020-02-10,1.0,300777
2112,2020-02-11,1.0,300777
2252,2020-02-12,1.0,300777
2392,2020-02-13,1.0,300777
2532,2020-02-14,1.0,300777
2672,2020-02-17,1.0,300777
2812,2020-02-18,1.0,300777
2952,2020-02-19,1.0,300777
3092,2020-02-20,1.0,300777
3232,2020-02-21,1.0,300777
3372,2020-02-24,1.0,300777
3512,2020-02-25,1.0,300777
3652,2020-02-26,0.327040433883667,300777
3792,2020-02-27,0.0,300777
3932,2020-02-28,0.0,300777
4072,2020-02-29,0.0,300777
81,2020-01-13,1.0,300797
221,2020-01-14,0.3666515350341797,300797
361,2020-01-15,0.0,300797
501,2020-01-16,0.0,300797
641,2020-01-17,0.0,300797
781,2020-01-20,0.0,300797
921,2020-01-21,0.0,300797
