,date,agriculture,excavation,chemical,steel,metals,electronic,electrical,food,cloths,lightIndustry,medical,public,transport,house,trade,service,integrated,building,decorating,electEquipment,war,computer,media,communication,bank,finance,automobile,mechanics
0,2013-01-04,0.07595307029852377,0.24008532743127534,0.009527754763877365,0.07480431164685335,0.06031479525856724,0.0,0.023432556793961404,0.1381078141467128,0.05087015444043791,0.0,0.005024364817714159,0.01948637080423519,0.029139286819963292,0.18216770262574747,0.05258616555855299,0.03296635717836468,0.04720688042029951,0.2847663306934697,0.05005252140213392,0.0,0.004133342813358102,0.0005146415521589256,0.00985342555507292,0.04412272942184681,0.11450713684864007,0.0528120951762425,0.07652169909990711,0.019308220800758127
1,2013-01-07,0.07731482015305302,0.2409124366134466,0.01791702294710638,0.07489437393907035,0.05667945391631746,0.0019562746186586257,0.033813352095601705,0.14166186849902074,0.052062008803756485,0.010486209454447365,0.005316782345613096,0.020719711283418967,0.029422545132032643,0.17499686220322863,0.056027697964501195,0.035281066027420226,0.05071723252748415,0.30856855051878274,0.05126224083762729,0.015911673973047588,0.015015129052507348,0.0018722789318602337,0.010673693548438976,0.0533005044530124,0.12726501128377277,0.05310945466050395,0.07798487898269477,0.016749585406301823
2,2013-01-08,0.077840815540747,0.2398520278263657,0.02171054625915489,0.07596205912003895,0.0684236294313159,0.002432125201575584,0.0351343488694889,0.1524872183031031,0.05484981645534877,0.021983950367523087,0.018885685543469966,0.022816609620979256,0.02909278168114545,0.17525795179192438,0.05477392238806012,0.03594276211984416,0.05019508657398236,0.30772465902006074,0.05065133030277481,0.033487579152459826,0.027204161970988343,0.0034912411889994554,0.01197237100587082,0.06357327446658034,0.11797689988379267,0.05589378544990655,0.08386506810207936,0.02011371712864249
3,2013-01-09,0.08827013161050638,0.24115003586543063,0.021015607541469028,0.07534976612624468,0.06356277671534094,0.0036746239458587838,0.03072798137535984,0.15768999948140844,0.05914922039705132,0.03472924674624045,0.016339494647840624,0.022174542847245945,0.02815070056915666,0.16999784890211386,0.05284929914257342,0.039124745421411644,0.0515219190329006,0.2944974487888555,0.04959175070502863,0.05280889754830331,0.027969568659206433,0.005041117684164106,0.011746630434358595,0.06840249963794892,0.1145681323461742,0.05426268868808901,0.0825922113743289,0.011750769959725176
4,2013-01-10,0.0911516311195771,0.23900962896801425,0.022715045453365952,0.07810879625313702,0.06967866214512647,0.0028815396409971705,0.032359638842659834,0.15684822666004036,0.055288751394052454,0.04868838087531188,0.017519084646819484,0.021949266884191194,0.02944579770144156,0.17623656270178656,0.05637491923882227,0.04170776608730888,0.050997362884823406,0.2949949949671082,0.051695093478152286,0.07403799318071116,0.02650973923822566,0.006852257286848573,0.011745599592252092,0.06729634667426364,0.11255772183998207,0.05694998004773746,0.0828805566407753,0.010139777303956408
5,2013-01-11,0.08696708175022677,0.22877338293963914,0.023168676470468295,0.07191854797417661,0.05704669541108048,0.002220636053612489,0.02224540556713278,0.15249903429755524,0.046474342500834154,0.06413109447703821,0.018059257847158696,0.01700265789301573,0.02297031204001697,0.16157367461191574,0.049173974708756486,0.036856422320495456,0.045102003687483676,0.2578003828791681,0.04363951694688192,0.09737782107484984,0.03822682708088426,0.005316099208340474,0.010895146687009792,0.06375822968584409,0.10143545024739294,0.045513604936854864,0.07799965530909853,0.011348021795782993
6,2013-01-14,0.09939588381091245,0.2397420920024339,0.03412771900113154,0.07812401857164607,0.07453621117537211,0.007137758743754472,0.03410225608756398,0.1605879724417623,0.051823867529443644,0.08098995212084427,0.024715341273107438,0.02041366601506199,0.030239908438652145,0.1866533745447786,0.061122405508387996,0.049634162456471766,0.05311123570791794,0.2791068286909222,0.05384065233954962,0.12307192726091896,0.057533853170320615,0.009005666456830819,0.014268825734142601,0.07095468633668028,0.1291460266706505,0.06159105282359417,0.09502263290677102,0.017412935323383096
7,2013-01-15,0.11282282250783127,0.24710782682551544,0.05007283253945569,0.08156697645359604,0.08757686610875245,0.018690353451238526,0.032155725702236015,0.16014832295027545,0.05535620319384128,0.09953469552903095,0.0286269612842807,0.022510564352622296,0.035400064436074866,0.18496294158365542,0.06912528430140581,0.052775153770912374,0.06001270608702864,0.2996915978471058,0.056519469586873504,0.13752232505276832,0.05317804339954975,0.01324526060023736,0.015225163523160912,0.07523807302089768,0.1283507807619606,0.06978150020801967,0.09492419777001007,0.019710968964700308
8,2013-01-16,0.11480560644743554,0.2457421366320615,0.05115531691927544,0.0797589722091544,0.0903905904032153,0.026409707351891493,0.0345916209297659,0.16149713193906767,0.051611267614826276,0.12000134870861151,0.027157064752373526,0.024896476005687607,0.03294586221065122,0.1720824190655814,0.06942686346335365,0.055170547770032045,0.0584766408545479,0.2860915093993537,0.05458860984988928,0.11158467283649944,0.06112739864908627,0.014605339561285194,0.013451201562526018,0.07086695287197987,0.11822403199647051,0.06845786824090376,0.10018847175087554,0.026605069888651987
9,2013-01-17,0.10674093515899695,0.23665736950207625,0.045279056439570184,0.07900634420070916,0.08393504014165644,0.026409707351891493,0.035823316835333914,0.1638968574406833,0.04851079246278732,0.1424573470901612,0.03225881184759076,0.026993374343247896,0.029627590777550596,0.17121755871973998,0.06461843718055729,0.052026571462744885,0.05578209509298573,0.27460182418301127,0.048831292236927504,0.11442604318882937,0.04138724747658207,0.012872178584311153,0.012776005336539572,0.06335522725907654,0.11716218014670965,0.07954001833538774,0.09636318546970928,0.016749585406301823
10,2013-01-18,0.1161632029190168,0.24773630834048946,0.04428857353410036,0.08220238957861002,0.0892724106126491,0.02313162555846353,0.03435827344747211,0.15857794289859048,0.05046132369160118,0.1671387146806932,0.03423215384530616,0.028196738585412277,0.03279859593772806,0.19141542473312137,0.07065678448698763,0.056429990420146146,0.06161098120147958,0.2853190168927977,0.05231413599649757,0.1349650917356714,0.043137508056104015,0.014297889923865924,0.01475738413385127,0.06578034519002242,0.12502227874373248,0.08466984411201046,0.0974916064747956,0.01850272447287372
11,2013-01-21,0.12097398568446845,0.25050673251191274,0.04725591374367215,0.08319401413310659,0.08693439623966931,0.01475136807042588,0.05110325910952133,0.1483836889765764,0.05705288256067659,0.19438262863308384,0.03785197352626254,0.03185921402912117,0.03601308619903146,0.18817677412903625,0.06984811038836235,0.05577514779991611,0.06327994927363566,0.3062596446393518,0.051833290297588035,0.12534502354278296,0.05031958506434096,0.014734347070481832,0.016816982520828947,0.06636228478165969,0.13850907006489308,0.08255365265701774,0.10815016057880658,0.01985311537550344
12,2013-01-22,0.12226351751971391,0.24285981606999388,0.04229822605796643,0.0814756491051673,0.08135576259141182,0.012424987442831855,0.06600493028471957,0.14327595999589923,0.052843470683262554,0.22432395980848338,0.02707650703752054,0.032258972886947804,0.0325153376256587,0.18075291271224017,0.06526829485406183,0.04823167783774664,0.06321110296335525,0.3124069986298734,0.04986811357381748,0.13589868485143694,0.03939300841397486,0.013281771971499753,0.013460383824072381,0.05808551289587823,0.14235915879087438,0.0766315189567602,0.10239181271594319,0.008907841743662628
13,2013-01-23,0.11071740165252923,0.2502370661205649,0.040800715036675754,0.08609422601842597,0.0822125231060332,0.014857112644407415,0.08114797083023159,0.14762375888310006,0.04796339852644478,0.257299885359768,0.02650632371800174,0.028898757833184362,0.03067043302364466,0.18100341841116716,0.06600738018598441,0.045706268654980974,0.06702529753686251,0.294679333561378,0.05057265378308501,0.1654895275207014,0.04665047588746739,0.016470037195898287,0.013410928407006093,0.05841107615152105,0.14753923920921852,0.0838082575052922,0.1009312324425834,0.00514096185737976
14,2013-01-24,0.10455490974943132,0.24208544968870527,0.03245894425026322,0.08812169779934022,0.06498307719800092,0.010495148967668578,0.0811617064271376,0.13983548642269408,0.041081053928690006,0.29351271157866343,0.020238573917705435,0.026385068684945508,0.024037110957375034,0.17287226661879923,0.05834004842016937,0.03971372703640312,0.06488610483993981,0.2849659025303571,0.04255927049675645,0.15806137359961037,0.05405708008862241,0.014020230271900058,0.00961128582150267,0.05376544571300609,0.14985909260877878,0.07788851548095703,0.08943573779624236,0.0
15,2013-01-25,0.09834778033766736,0.24461224810392976,0.034245398268490254,0.08358007469618285,0.07157249331564997,0.010389404393687043,0.07007121333313317,0.13890590692954263,0.04125264664545739,0.33340076876390856,0.026684014036184475,0.029409262233332616,0.023944100679739358,0.16163250425442896,0.059438431373197854,0.03742217023385693,0.0670754917911292,0.3035953360020287,0.04202917210731976,0.18980353953563897,0.041548674077162125,0.012675652441288482,0.010902664981708634,0.0535055629287578,0.14759843961275543,0.0740358612328541,0.09171936600506009,0.0005448945747453137
16,2013-01-28,0.1040587977282808,0.26148877068417525,0.04509690764007078,0.08602635596908713,0.0909403207494975,0.007243503317736009,0.07718670991536107,0.13708729825092492,0.04539550996532597,0.3772000809225167,0.03556396804941131,0.03147239945546197,0.031298453159925244,0.18535056179770004,0.06499217723035279,0.04604682845453944,0.08202588315679626,0.350958442760869,0.04707440079078295,0.22479298587433028,0.048151135450123776,0.015287476605071447,0.013573529626321251,0.05929405801013696,0.18139835525846726,0.08624987221745883,0.10089805698910742,0.0041933191186922444
17,2013-01-29,0.10055788194113248,0.26521028397505125,0.052293553182287233,0.0863897162010007,0.09716750933923386,0.009939989954265479,0.07285080236038967,0.1410196267758413,0.047182181396449786,0.4254501314990896,0.039199486019238124,0.031136377950085635,0.03267458223421382,0.18205304694222396,0.06203419093224666,0.04838588964981777,0.08444261916159021,0.3613434555103371,0.04698446306119311,0.26327325864588413,0.05167182592397778,0.01674756813939873,0.013893001704427194,0.06086825733850454,0.18905123282000846,0.09577946941401067,0.10958087545539441,0.006894100923951659
18,2013-01-30,0.09981988749255351,0.2647966062592636,0.0511227126723822,0.09116406951445767,0.09468350988199396,0.012054881433896433,0.06400869332312842,0.14238613687593438,0.0484768596912823,0.4785218153617911,0.03179192416332862,0.029983806776204082,0.04137597190613522,0.19436915764151644,0.06428092189694391,0.048338415322008714,0.0939707738523882,0.35535414572471824,0.05011248996098285,0.29030686799805167,0.054039895412588336,0.02038329247569674,0.015268902445106458,0.05921981993214342,0.1921821064594698,0.09461502046676258,0.11737270480291093,0.004453920871831314
19,2013-01-31,0.1128720665948046,0.26846497141015996,0.049009588142769525,0.08851431367065443,0.11159345493517568,0.0067147804478282815,0.07151871171534085,0.1413303570144451,0.04471777525957727,0.5368534628093601,0.033364561747068026,0.03555545058826095,0.03683185770936108,0.1737538255216433,0.06221222469159088,0.043221445254681086,0.09018730308614134,0.33310849097399253,0.051786679911233986,0.26367916869621694,0.046941781022969545,0.0181605126550083,0.014092188177141035,0.05628951415418998,0.19822777905277145,0.09202051281327366,0.12054078644622138,0.003909026297086
20,2013-02-01,0.11711965621224826,0.2668060160512314,0.06312834073618015,0.08915088254646514,0.1294345097460743,0.00449414439421577,0.07032994801993685,0.14751180546781423,0.046006037620797,0.6009845572863982,0.03334231579583116,0.0403742820842629,0.04071714910621583,0.17380890591219594,0.06192282821370199,0.04691791395276431,0.09821618595788156,0.3663876462526406,0.05242679103206475,0.2712696866374412,0.04863660936864709,0.01893494089844167,0.01578683639417308,0.05766115610763826,0.22137567803417668,0.11381740212868656,0.12322785569367847,0.002440180052120345
